episode,kind,filename,status,width,height,mean_luma,brightness_flag,normalization,bytes,sha256,path
EP04B,MAIN,EP04B_IMG008_COLONIAL_LEGAL_STUDY_GENERIC.png,PASS,2752,1536,64.13,,CENTER_CROP_RESIZE_2560x1440,6554855,9567cd8fea4be6eed135801e3834f6854499d434af43aff00d6f655e10fafb53,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG008_COLONIAL_LEGAL_STUDY_GENERIC.png
EP04B,MAIN,EP04B_IMG009_WOODROFFE_GHOSE_COLLAB_WIDE.png,PASS,2752,1536,89.18,,CENTER_CROP_RESIZE_2560x1440,7150974,edcd527656f41be7c725c5ced6961bfd6c1b891bf5c205c9de2dfb28943ae71b,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG009_WOODROFFE_GHOSE_COLLAB_WIDE.png
EP04B,MAIN,EP04B_IMG010_COLLAB_HANDS_DETAIL.png,PASS,2752,1536,89.77,,CENTER_CROP_RESIZE_2560x1440,6392065,21f76401e4baefa451e69e1a3d8ff052f1ea1293c72ece2f59f312b4b9d7cfa5,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG010_COLLAB_HANDS_DETAIL.png
EP04B,MAIN,EP04B_IMG011_BOOK_TRAVEL_PACKAGE.png,PASS,2752,1536,83.06,,CENTER_CROP_RESIZE_2560x1440,6484495,a766e2bd2c5666467e36d9a5bd966e40eaffe63ead6d611da330e1040347e4e0,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG011_BOOK_TRAVEL_PACKAGE.png
EP04B,MAIN,EP04B_IMG012_THEOSOPHICAL_LECTURE_ROOM_GENERIC.png,PASS,2752,1536,85.64,,CENTER_CROP_RESIZE_2560x1440,6207554,5fb3a8f9be9303180368315791dcd39c546fecd008a194297256b21fa5cbbaf2,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG012_THEOSOPHICAL_LECTURE_ROOM_GENERIC.png
EP04B,MAIN,EP04B_IMG013_CLAIRVOYANCE_AUTHORITY_SHIFT_BASE.png,PASS,2752,1536,38.12,,CENTER_CROP_RESIZE_2560x1440,5812937,507249d06f77054dcba5f23fe09702a733c2fbfa456c1f282f8b47c60ad0ed51,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG013_CLAIRVOYANCE_AUTHORITY_SHIFT_BASE.png
EP04B,MAIN,EP04B_IMG014_EMPTY_ACETATE_MUTATION_STACK.png,PASS,2752,1536,94.85,,CENTER_CROP_RESIZE_2560x1440,6610721,e5ef0e4fa30f2fc9cdecd9ed79eceb39d5145d8a279b8127db9e3b8e01d1d920,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG014_EMPTY_ACETATE_MUTATION_STACK.png
EP04B,MAIN,EP04B_IMG015_MODERN_SPECTRUM_INTERFACE.png,PASS,2752,1536,43.84,,CENTER_CROP_RESIZE_2560x1440,6007727,1cebff6fdb4fa6e04af9a6971e5fd29cbbaf5ca1cd79a977d0cc2a6917b16572,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG015_MODERN_SPECTRUM_INTERFACE.png
EP04B,MAIN,EP04B_IMG016_MODERN_LIFE_YOGA_OFFICE_APP.png,PASS,2752,1536,82.18,,CENTER_CROP_RESIZE_2560x1440,6586457,6553f43aacc4a9d48d7d73c22718e89d83f23d2d6b135a72bd50c3628e35baf2,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG016_MODERN_LIFE_YOGA_OFFICE_APP.png
EP04B,MAIN,EP04B_IMG017_PSYCHOLOGY_LANGUAGE_LAYER.png,PASS,2752,1536,107.01,,CENTER_CROP_RESIZE_2560x1440,6390790,80ed1a47460e720070168716524339a48813790e913003f4ed62d596ebf4469f,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG017_PSYCHOLOGY_LANGUAGE_LAYER.png
EP04B,MAIN,EP04B_IMG018_MAP_ABSORBS_CONTEXTS.png,PASS,2752,1536,85.38,,CENTER_CROP_RESIZE_2560x1440,6247098,57c80c5d53ab0e2ae7ec7915dd92ae39bad4b3c8347f2653ed81f45049f2a0ef,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG018_MAP_ABSORBS_CONTEXTS.png
EP04B,MAIN,EP04B_IMG019_SEAMS_SIDE_VIEW.png,PASS,2752,1536,98.86,,CENTER_CROP_RESIZE_2560x1440,6494890,69c4767f988e820c28d7d3cfcd68e0316b75108b406b7696284157024f3afc6a,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG019_SEAMS_SIDE_VIEW.png
EP04B,MAIN,EP04B_IMG020_FINAL_HEADON_AND_SEAMS.png,PASS,2752,1536,81.45,,CENTER_CROP_RESIZE_2560x1440,6427131,db5c786cf48c8bb6511b644d86c5a4a947df79fc3726743acf5777856d06aa00,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\MAIN\EP04B_IMG020_FINAL_HEADON_AND_SEAMS.png
EP04B,RESERVE,EP04B_RSV01_PRINT_TYPE_DETAIL.png,PASS,2752,1536,112.15,,CENTER_CROP_RESIZE_2560x1440,6173346,526dfb15c825d6efe00d6d5c3e7c1152558d219d0082c56482bf013b61c49b71,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\RESERVE\EP04B_RSV01_PRINT_TYPE_DETAIL.png
EP04B,RESERVE,EP04B_RSV02_ARCHIVE_DRAWER.png,PASS,2752,1536,68.71,,CENTER_CROP_RESIZE_2560x1440,6004122,4ea4a3baed22cfeb4b4b91d88afd745c4fdc425c93d190691d5d1bd33fd7ba09,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\RESERVE\EP04B_RSV02_ARCHIVE_DRAWER.png
EP04B,RESERVE,EP04B_RSV03_MODERN_BOOKSHELF_WELLNESS.png,PASS,2752,1536,108.49,,CENTER_CROP_RESIZE_2560x1440,6146860,aaa57672cfc992886f6c0faa39925fd798533d3f841fe82f9400ccf1497c7016,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\RESERVE\EP04B_RSV03_MODERN_BOOKSHELF_WELLNESS.png
EP04B,RESERVE,EP04B_RSV04_LAYER_SHADOWS.png,PASS,2752,1536,73.16,,CENTER_CROP_RESIZE_2560x1440,7149026,49a4109fb019eec97e7c0976410b30ecf2f293aa1b84bb6b71623c3a3955e07f,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\RESERVE\EP04B_RSV04_LAYER_SHADOWS.png
EP04A,THUMBNAIL,EP04A_THUMB_JUNG_SCHLANGE.png,PASS,2752,1536,52.74,,CENTER_CROP_RESIZE_2560x1440,6648644,c26ec1acd9eb7cc4474aba56accacefa28315df121fcba494c7280d5e4da650c,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04A\THUMBNAIL\EP04A_THUMB_JUNG_SCHLANGE.png
EP04B,THUMBNAIL,EP04B_THUMB_MODERN_MAP_BASE.png,PASS,2752,1536,145.61,,CENTER_CROP_RESIZE_2560x1440,5334459,26668a71b960e3a6ef63afd71aee36b7953cf8c96323fc01ffa5e1be0ca0c08f,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\JUNG_SERIES_V1\00_RAW_VERTEX\EP04B\THUMBNAIL\EP04B_THUMB_MODERN_MAP_BASE.png
