event,record_in_seconds,record_out_seconds,duration_seconds,record_in_frame,record_out_frame,visual_state_id,primary_asset_id,semantic_mode,internal_mode,motion_class,selected_file_path,first_cue,last_cue,viewer_function,long_hold_reason
KZ-EDL-062,244.080,248.560,4.480,6102,6214,KZ_CLIP_INFORMATION_BEFORE_REVEAL,KZ_SEQ_THEORY_INFORMATION_TEST,SUBJECTIVE_MYSTICAL,INNER_HYPOTHESIS,PROGRESSIVE_MOTION,04_ASSETS/CLIPS/LOCAL_PROGRESSIVE/KZ_CLIP_INFORMATION_BEFORE_REVEAL.mp4,KZ-CUE-069,KZ-CUE-069,Define the target outcome: information not already knowable,
KZ-EDL-063,248.560,250.880,2.320,6214,6272,KZ_TARGET_GRID_SEALED,KZ_SEQ_BLIND_TARGET_PROTOCOL,EXPERIMENT_PROTOCOL,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_TARGET_GRID_SEALED.png,KZ-CUE-070,KZ-CUE-070,Introduce four fixed sealed targets,
KZ-EDL-064,250.880,252.960,2.080,6272,6324,KZ_TARGET01_LIGHTHOUSE,KZ_SEQ_BLIND_TARGET_PROTOCOL,TARGET_IMAGE,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_TARGET01_LIGHTHOUSE.png,KZ-CUE-071,KZ-CUE-071,Show the lighthouse target exactly when named,
KZ-EDL-065,252.960,254.800,1.840,6324,6370,KZ_TARGET02_VIOLIN,KZ_SEQ_BLIND_TARGET_PROTOCOL,TARGET_IMAGE,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_TARGET02_VIOLIN.png,KZ-CUE-072,KZ-CUE-072,Show the violin target exactly when named,
KZ-EDL-066,254.800,256.960,2.160,6370,6424,KZ_TARGET03_BURNING_CAR,KZ_SEQ_BLIND_TARGET_PROTOCOL,TARGET_IMAGE,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_TARGET03_BURNING_CAR.png,KZ-CUE-073,KZ-CUE-073,Show the burning-car target exactly when named,
KZ-EDL-067,256.960,259.040,2.080,6424,6476,KZ_TARGET04_WHITE_HORSE,KZ_SEQ_BLIND_TARGET_PROTOCOL,TARGET_IMAGE,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_TARGET04_WHITE_HORSE.png,KZ-CUE-074,KZ-CUE-074,Show the horse target exactly when named,
KZ-EDL-068,259.040,261.280,2.240,6476,6532,KZ_TARGET_GRID_CHOOSE,KZ_SEQ_BLIND_TARGET_PROTOCOL,EXPERIMENT_PROTOCOL,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_TARGET_GRID_CHOOSE.png,KZ-CUE-075,KZ-CUE-075,Invite a viewer choice while all four targets remain visible,
KZ-EDL-069,261.280,262.920,1.640,6532,6573,KZ_TARGET_GRID_HOLD,KZ_SEQ_BLIND_TARGET_PROTOCOL,EXPERIMENT_PROTOCOL,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_TARGET_GRID_HOLD.png,KZ-CUE-076,KZ-CUE-076,Preserve the choice for the later reveal,
KZ-EDL-070,262.920,268.400,5.480,6573,6710,KZ_PROTOCOL_RANDOM_SELECTION,KZ_SEQ_BLIND_TARGET_PROTOCOL,EXPERIMENT_PROTOCOL,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_PROTOCOL_RANDOM_SELECTION.png,KZ-CUE-077,KZ-CUE-077,Show selection occurring only after chamber entry,
KZ-EDL-071,268.400,270.600,2.200,6710,6765,KZ_PROTOCOL_DOUBLE_BLIND,KZ_SEQ_BLIND_TARGET_PROTOCOL,EXPERIMENT_PROTOCOL,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_PROTOCOL_DOUBLE_BLIND.png,KZ-CUE-078,KZ-CUE-078,Make the nobody-knows condition unmistakable,
KZ-EDL-072,270.600,274.160,3.560,6765,6854,KZ_EN_REC03_PARTICIPANT_REPORT,KZ_SEQ_BLIND_TARGET_PROTOCOL,PHYSICAL_CHAMBER,RECONSTRUCTION,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_EN_REC03_PARTICIPANT_REPORT.png,KZ-CUE-079,KZ-CUE-079,Show speech/drawing before target reveal,
KZ-EDL-073,274.160,280.160,6.000,6854,7004,KZ_PROTOCOL_JUDGING,KZ_SEQ_BLIND_TARGET_PROTOCOL,EXPERIMENT_PROTOCOL,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_PROTOCOL_JUDGING.png,KZ-CUE-080,KZ-CUE-080,Show independent pre-registered comparison against all four targets,
KZ-EDL-074,280.160,282.760,2.600,7004,7069,KZ_REPLICATION_CHAIN_LAB2,KZ_REPLICATION_CHAIN_LAB2,EXPERIMENT_PROTOCOL,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_REPLICATION_CHAIN_LAB2.png,KZ-CUE-081,KZ-CUE-081,Extend the procedure into a second laboratory,
KZ-EDL-075,282.760,289.560,6.800,7069,7239,KZ_TARGET_MATCH_LIGHTHOUSE,KZ_SEQ_MATCH_VS_CHANCE,TARGET_IMAGE,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_TARGET_MATCH_LIGHTHOUSE.png,KZ-CUE-082,KZ-CUE-082,Show why tower/red/ice resembles the lighthouse,
KZ-EDL-076,289.560,292.280,2.720,7239,7307,KZ_CARD_ONE_MATCH_CHANCE,KZ_SEQ_MATCH_VS_CHANCE,EXPLANATORY_GRAPHIC,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_ONE_MATCH_CHANCE.png,KZ-CUE-083,KZ-CUE-083,Downgrade one resemblance to a chance-compatible observation,
KZ-EDL-077,292.280,295.680,3.400,7307,7392,KZ_CARD_POSTHOC_INTERPRETATION,KZ_SEQ_MATCH_VS_CHANCE,EXPLANATORY_GRAPHIC,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_POSTHOC_INTERPRETATION.png,KZ-CUE-084,KZ-CUE-084,Expose interpretation after the answer is known,
KZ-EDL-078,295.680,299.880,4.200,7392,7497,KZ_REPLICATION_REPEATED_BLIND,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,EXPERIMENT_PROTOCOL,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_REPLICATION_REPEATED_BLIND.png,KZ-CUE-085,KZ-CUE-085,Show the repeated blinded pattern that would matter,
KZ-EDL-079,299.880,302.240,2.360,7497,7556,KZ_MYSTIC_THEORIES_FORCED_APART,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,SUBJECTIVE_MYSTICAL,INNER_HYPOTHESIS,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THEORIES_FORCED_APART.png,KZ-CUE-086,KZ-CUE-086,Separate the predictions of all three explanations,
KZ-EDL-080,302.240,305.000,2.760,7556,7625,KZ_PSYCHOLOGY_ISOLATION_BODY,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,PHYSICAL_CHAMBER,RECONSTRUCTION,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_PSYCHOLOGY_ISOLATION_BODY.png,KZ-CUE-087,KZ-CUE-087,"Psychology predicts an intense state, not target access",
KZ-EDL-081,305.000,308.440,3.440,7625,7711,KZ_PHYSICAL_MEASUREMENT_CLOSEUP,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,PHYSICAL_CHAMBER,RECONSTRUCTION,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_PHYSICAL_MEASUREMENT_CLOSEUP.png,KZ-CUE-088,KZ-CUE-088,Use a new prediction card instead of returning to the variables card,
KZ-EDL-082,308.440,311.960,3.520,7711,7799,KZ_RANDOM_TARGET_SEALED_VAULT,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,EXPERIMENT_PROTOCOL,RECONSTRUCTION,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_RANDOM_TARGET_SEALED_VAULT.png,KZ-CUE-089,KZ-CUE-089,Show that neither ordinary branch predicts a random hidden image,
KZ-EDL-083,311.960,317.280,5.320,7799,7932,KZ_CLIP_MISSING_EXPERIMENT_VOID,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,SUBJECTIVE_MYSTICAL,RECONSTRUCTION,PROGRESSIVE_MOTION,04_ASSETS/CLIPS/LOCAL_PROGRESSIVE/KZ_CLIP_MISSING_EXPERIMENT_VOID.mp4,KZ-CUE-090,KZ-CUE-090,Make the missing controlled experiment the central absence,
KZ-EDL-084,317.280,321.160,3.880,7932,8029,KZ_DOC_016,KZ_SEQ_EVIDENCE_AND_REPLICATION,DOCUMENT_EVIDENCE,ORIGINAL_DOCUMENT,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_016.png,KZ-CUE-091,KZ-CUE-091,Return to the real patent in the source stack,
KZ-EDL-085,321.160,326.720,5.560,8029,8168,KZ_DOC_029,KZ_SEQ_EVIDENCE_AND_REPLICATION,DOCUMENT_EVIDENCE,ORIGINAL_DOCUMENT,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_029.png,KZ-CUE-092,KZ-CUE-092,Return to the researchers' extraordinary-effect publications,
KZ-EDL-086,326.720,333.600,6.880,8168,8340,KZ_REPLICATION_CHAIN_MISSING,KZ_SEQ_EVIDENCE_AND_REPLICATION,EXPERIMENT_PROTOCOL,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_REPLICATION_CHAIN_MISSING.png,KZ-CUE-093,KZ-CUE-093,Show the broken independent-replication chain,
KZ-EDL-087,333.600,336.400,2.800,8340,8410,KZ_CARD_APPARATUS_NOT_EVIDENCE,KZ_SEQ_EVIDENCE_AND_REPLICATION,EXPLANATORY_GRAPHIC,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_APPARATUS_NOT_EVIDENCE.png,KZ-CUE-094,KZ-CUE-094,Separate the documented apparatus from missing empirical evidence,
KZ-EDL-088,336.400,338.720,2.320,8410,8468,KZ_CARD_INDEPENDENT_RESULT,KZ_SEQ_EVIDENCE_AND_REPLICATION,EXPLANATORY_GRAPHIC,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_INDEPENDENT_RESULT.png,KZ-CUE-095,KZ-CUE-095,Name the independent result as the missing link,
KZ-EDL-089,338.720,343.360,4.640,8468,8584,KZ_FILM_PATENT_AUTHORITY_LIGHTTABLE,KZ_SEQ_PATENT_AUTHORITY_TRAP,EVIDENCE_PROCESS,INTERPRETIVE_FILMIC,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/FINAL_DOCUMENT_REPAIR/KZ_FILM_PATENT_AUTHORITY_LIGHTTABLE.png,KZ-CUE-096,KZ-CUE-097,Set up the final patent-authority trap,
KZ-EDL-090,343.360,346.160,2.800,8584,8654,KZ_DOC_030,KZ_SEQ_PATENT_AUTHORITY_TRAP,DOCUMENT_EVIDENCE,ORIGINAL_DOCUMENT,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_030.png,KZ-CUE-098,KZ-CUE-100,Isolate the government number,
KZ-EDL-091,346.160,347.560,1.400,8654,8689,KZ_FIG_PATENT_DRAWING_FIG3,KZ_SEQ_PATENT_AUTHORITY_TRAP,DOCUMENT_EVIDENCE,ORIGINAL_TECHNICAL_FIGURE,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/FINAL_DOCUMENT_TIMELINE/KZ_FIG_PATENT_DRAWING_FIG3.png,KZ-CUE-101,KZ-CUE-101,Isolate the technical drawings,
KZ-EDL-092,347.560,349.440,1.880,8689,8736,KZ_CARD_LANGUAGE_OF_AUTHORITY,KZ_SEQ_PATENT_AUTHORITY_TRAP,EXPLANATORY_GRAPHIC,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_LANGUAGE_OF_AUTHORITY.png,KZ-CUE-102,KZ-CUE-102,Name why the page feels authoritative,
KZ-EDL-093,349.440,354.520,5.080,8736,8863,KZ_ONLINE_PATENT_AUTHORITY,KZ_SEQ_PATENT_AUTHORITY_TRAP,CONTEMPORARY_CONTEXT,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_ONLINE_PATENT_AUTHORITY.png,KZ-CUE-103,KZ-CUE-103,Expose the online patented-means-proven inference,
KZ-EDL-094,354.520,355.400,0.880,8863,8885,KZ_CARD_IT_DOES_NOT,KZ_SEQ_PATENT_AUTHORITY_TRAP,EXPLANATORY_GRAPHIC,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_IT_DOES_NOT.png,KZ-CUE-104,KZ-CUE-104,Break the false inference with a short hard stop,
KZ-EDL-095,355.400,369.360,13.960,8885,9234,KZ_CLIP_PATENT_VALUE_LIMITS_CONTINUOUS,KZ_SEQ_PATENT_AUTHORITY_TRAP,EVIDENCE_PROCESS,EVIDENCE_PROCESS,PROGRESSIVE_MOTION,04_ASSETS/CLIPS/LOCAL_PROGRESSIVE/KZ_CLIP_PATENT_VALUE_LIMITS_CONTINUOUS.mp4,KZ-CUE-105,KZ-CUE-107,List the legitimate provenance uses of a patent,"A 13.96-second continuous sequence is justified by three visible phases: scope card, provenance desk, then empty empirical result."
KZ-EDL-096,369.360,371.160,1.800,9234,9279,KZ_DOC_031,KZ_SEQ_PATENT_PHYSICAL_PAYOFF,DOCUMENT_EVIDENCE,ORIGINAL_DOCUMENT,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_031.png,KZ-CUE-108,KZ-CUE-108,Return to the dimensions the document actually supplies,
KZ-EDL-097,371.160,374.600,3.440,9279,9365,KZ_EN_HERO02,KZ_SEQ_PATENT_PHYSICAL_PAYOFF,PHYSICAL_CHAMBER,RECONSTRUCTION,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NANO_BANANA_PRO/KZ_EN_HERO02.png,KZ-CUE-109,KZ-CUE-111,"One continuous accepted material-detail shot across alloy, surface and fasteners",
KZ-EDL-098,374.600,377.760,3.160,9365,9444,KZ_CLIP_PATENT_FEATURES_RECAP,KZ_SEQ_PATENT_PHYSICAL_PAYOFF,PHYSICAL_CHAMBER,PHYSICAL_RECAP,PROGRESSIVE_MOTION,04_ASSETS/CLIPS/LOCAL_PROGRESSIVE/KZ_CLIP_PATENT_FEATURES_RECAP.mp4,KZ-CUE-112,KZ-CUE-114,Use a distinct text detail rather than returning to the earlier focus diagram,
KZ-EDL-099,377.760,380.440,2.680,9444,9511,KZ_EN_REC05_SCREWS_MACRO,KZ_SEQ_PATENT_PHYSICAL_PAYOFF,PHYSICAL_CHAMBER,RECONSTRUCTION,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_EN_REC05_SCREWS_MACRO.png,KZ-CUE-115,KZ-CUE-115,New physical macro action for the screws payoff; not a crop of HERO02,
KZ-EDL-100,380.440,385.840,5.400,9511,9646,KZ_EN_REC18_EMPTY_CHAMBER_A,KZ_SEQ_DOCUMENTED_RESIDUE,PHYSICAL_CHAMBER,RECONSTRUCTION,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_EN_REC18_EMPTY_CHAMBER_A.png,KZ-CUE-116,KZ-CUE-117,Strip the legend back to an empty documented object,
KZ-EDL-101,385.840,392.440,6.600,9646,9811,KZ_MYSTIC_CLAIMS_TRIAD,KZ_SEQ_DOCUMENTED_RESIDUE,SUBJECTIVE_MYSTICAL,SUBJECTIVE_HYPOTHESIS,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/FINAL_DOCUMENT_REPAIR/KZ_MYSTIC_CLAIMS_TRIAD.png,KZ-CUE-118,KZ-CUE-118,Show the correct researchers beside their unusual claims,
KZ-EDL-102,392.440,396.320,3.880,9811,9908,KZ_MYSTIC_INTENSE_EXPERIENCE_HISTORY,KZ_SEQ_DOCUMENTED_RESIDUE,SUBJECTIVE_MYSTICAL,SUBJECTIVE_HYPOTHESIS,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/FINAL_DOCUMENT_REPAIR/KZ_MYSTIC_INTENSE_EXPERIENCE_HISTORY.png,KZ-CUE-119,KZ-CUE-119,Place intense-experience reports inside the project history,
KZ-EDL-103,396.320,399.760,3.440,9908,9994,KZ_HISTORY_KOZYREV_NOT_CHAMBER_BUILDER,KZ_SEQ_DOCUMENTED_RESIDUE,PERSON_HISTORY,ORIGINAL_DOCUMENT,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_HISTORY_KOZYREV_NOT_CHAMBER_BUILDER.png,KZ-CUE-120,KZ-CUE-120,Show Kozyrev in a genuinely different authenticated context at the no-builder conclusion,
KZ-EDL-104,399.760,402.560,2.800,9994,10064,KZ_EN_REC18_EMPTY_CHAMBER_B,KZ_SEQ_DOCUMENTED_RESIDUE,PHYSICAL_CHAMBER,RECONSTRUCTION,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_EN_REC18_EMPTY_CHAMBER_B.png,KZ-CUE-121,KZ-CUE-121,Hold the unconfirmed central claim in an empty-room state,
KZ-EDL-105,402.560,408.480,5.920,10064,10212,KZ_MYSTIC_DECISIVE_INFORMATION_QUESTION,KZ_SEQ_FINAL_TEST_QUESTION,SUBJECTIVE_MYSTICAL,INNER_HYPOTHESIS,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_DECISIVE_INFORMATION_QUESTION.png,KZ-CUE-122,KZ-CUE-122,"Use a new decisive-question composition, not the earlier distant-image motif",
KZ-EDL-106,408.480,410.320,1.840,10212,10258,KZ_PROTOCOL_CLEAN_TEST,KZ_SEQ_FINAL_TEST_QUESTION,EXPERIMENT_PROTOCOL,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_PROTOCOL_CLEAN_TEST.png,KZ-CUE-123,KZ-CUE-123,Return to the exact clean test,
KZ-EDL-107,410.320,412.440,2.120,10258,10311,KZ_MYSTIC_RESULT_STILL_MISSING,KZ_SEQ_FINAL_TEST_QUESTION,SUBJECTIVE_MYSTICAL,RECONSTRUCTION,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_RESULT_STILL_MISSING.png,KZ-CUE-124,KZ-CUE-124,Use a new terminal missing-result state rather than restarting the replication-chain asset,
KZ-EDL-108,412.440,421.600,9.160,10311,10540,KZ_CLIP_EMPTY_SPIRAL_PAYOFF,KZ_CLIP_EMPTY_SPIRAL_PAYOFF,SUBJECTIVE_MYSTICAL,RECONSTRUCTION,PROGRESSIVE_MOTION,04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_EMPTY_SPIRAL_PAYOFF.mp4,KZ-CUE-125,KZ-CUE-126,Unresolved empty chamber payoff across the final two questions,The final chamber action advances continuously from mechanical stillness to a changing reflection/shadow and unresolved darkness across two questions; it is never restarted.
KZ-EDL-109,421.600,425.440,3.840,10540,10636,KZ_MAP_NOVOSIBIRSK_TO_FORT_MEADE,KZ_SEQ_FORT_MEADE_HANDOFF,MAP_HANDOFF,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_MAP_NOVOSIBIRSK_TO_FORT_MEADE.png,KZ-CUE-127,KZ-CUE-127,Move the next-file handoff out of the chamber and across the map,
KZ-EDL-110,425.440,427.440,2.000,10636,10686,KZ_MAP_FORT_MEADE_ZOOM,KZ_SEQ_FORT_MEADE_HANDOFF,MAP_HANDOFF,EXPLANATORY_MODEL,STATIC_OR_NEAR_STATIC,04_ASSETS/GENERATED/DETERMINISTIC/KZ_MAP_FORT_MEADE_ZOOM.png,KZ-CUE-128,KZ-CUE-128,Land geographically on Fort Meade,
KZ-EDL-111,427.440,434.640,7.200,10686,10866,KZ_CLIP_THREE_OBSERVERS_TRANSITION,KZ_SEQ_FORT_MEADE_HANDOFF,SUBJECTIVE_MYSTICAL,INNER_HYPOTHESIS,PROGRESSIVE_MOTION,04_ASSETS/CLIPS/LOCAL_PROGRESSIVE/KZ_CLIP_THREE_OBSERVERS_TRANSITION.mp4,KZ-CUE-129,KZ-CUE-129,Tease the next protocol's three-observer time structure,
