cue_id,scene,scene_title,est_start,est_end,voice_anchor_start,voice_anchor_end,voice_excerpt,visual_type,visual_concept,reference_assets,generation_id,edit_hold_rule,highlight_rule,sync_rule
EP04_V4_C095,S5,Der Saal,480,484,Erstens Das System kommt mit e,nik und lässt das Gefäß liegen,Erstens Das System kommt mit einem Gefäß Der Europäer nimmt die Technik und lässt das Gefäß liegen,AI_RECON,Vessel container missing,IMG86,IMG86,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C096,S5,Der Saal,484,488,Zweitens Der Europäer will etw,g eine Fähigkeit einen Zustand,Zweitens Der Europäer will etwas erreichen Eine Erfahrung eine Fähigkeit einen Zustand,AI_RECON,Western goal-seeking,IMG87,IMG87,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C097,S5,Der Saal,488,492,Genau dieser Zugriff ist das f,griff ist das falsche Werkzeug,Genau dieser Zugriff ist das falsche Werkzeug,AI_RECON,Wrong tool approach,IMG88,IMG88,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C098,S5,Der Saal,492,496,Und drittens das ist der Kern,Und drittens das ist der Kern,Und drittens das ist der Kern,AI_RECON,Core message,IMG89,IMG89,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C099,S5,Der Saal,496,500,Wenn man das Unbewusste absich, und hat nichts was einen hält,Wenn man das Unbewusste absichtlich aufweckt und hat nichts was einen hält,AI_RECON,Awakening without anchor,IMG90,IMG90,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C100,S5,Der Saal,500,504,dann erleuchten einen die Inha,lte nicht Sie übernehmen einen,dann erleuchten einen die Inhalte nicht Sie übernehmen einen,AI_RECON,Possession takeover,IMG91,IMG91,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C101,S5,Der Saal,504,508,Man hält das was aufsteigt für, was aufsteigt für sich selbst,Man hält das was aufsteigt für sich selbst,AI_RECON,Misidentification,IMG92,IMG92,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C102,S5,Der Saal,508,512,Er weiß das nicht aus Büchern ,s Büchern Er hat es getan 1913,Er weiß das nicht aus Büchern Er hat es getan 1913,AI_RECON,Personal experience,IMG93,IMG93,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C103,S5,Der Saal,512,516,Ohne Karte ohne Lehrer ohne Ge,e Karte ohne Lehrer ohne Gefäß,Ohne Karte ohne Lehrer ohne Gefäß,AI_RECON,No guidance no map,IMG94,IMG94,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C104,S5,Der Saal,516,520,und was ihn gehalten hat waren,axis eine Frau und fünf Kinder,und was ihn gehalten hat waren eine Praxis eine Frau und fünf Kinder,AI_RECON,Family practice anchor,IMG95,IMG95,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C105,S5,Der Saal,520,524,Hast du jemals einen Gedanken ,test dass er nicht von dir kam,Hast du jemals einen Gedanken gehabt von dem du schwören könntest dass er nicht von dir kam,AI_RECON,Comment prompt interaction,IMG96,IMG96,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C106,S5,Der Saal,524,528,Schreib es kurz in die Komment,oher die Karte wirklich stammt,Schreib es kurz in die Kommentare bevor wir auflösen woher die Karte wirklich stammt,AI_RECON,Comment call to action,IMG97,IMG97,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C107,S6,Jungs Karte,540,544,Und trotzdem gibt er das Syste,icht zurück Er liest es anders,Und trotzdem gibt er das System nicht zurück Er liest es anders,AI_RECON,Reading differently,IMG98,IMG98,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C108,S6,Jungs Karte,544,548,Nicht als Anatomie Als Beschre, in denen ein Mensch sein kann,Nicht als Anatomie Als Beschreibung von Zuständen in denen ein Mensch sein kann,AI_RECON,States of being,IMG99,IMG99,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C109,S6,Jungs Karte,548,552,Und das geht so,Und das geht so,Und das geht so,AI_RECON,Here is how,IMG100,IMG100,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C110,S6,Jungs Karte,552,556,Ein Streit fängt mit einer sac,ng an Arbeitsplatz Geld Status,Ein Streit fängt mit einer sachlichen Bedrohung an Arbeitsplatz Geld Status,AI_RECON,Conflict starting,IMG101,IMG101,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C111,S6,Jungs Karte,556,560,Zehn Sekunden später geht es l,längst nicht mehr um die Sache,Zehn Sekunden später geht es längst nicht mehr um die Sache,AI_RECON,Escalation,IMG102,IMG102,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C112,S6,Jungs Karte,560,564,Der Körper ist angespannt die ,Kränkungen mischen sich hinein,Der Körper ist angespannt die Stimme lauter alte Kränkungen mischen sich hinein,AI_RECON,Body tension anger,IMG103,IMG103,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C113,S6,Jungs Karte,564,568,Jung nennt das den Übergang vo,gang von Muladhara zu Manipura,Jung nennt das den Übergang von Muladhara zu Manipura,ORIGINAL_ASSET,Chakra diagram,Chakra_Diagram,Chakra_Diagram,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C114,S6,Jungs Karte,568,572,vom Erdhaften ins Feuerhafte V, zum Affekt der einen ergreift,vom Erdhaften ins Feuerhafte Vom konkreten Problem zum Affekt der einen ergreift,AI_RECON,Earth to fire transition,IMG104,IMG104,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C115,S6,Jungs Karte,572,576,Und dann kommt der Sprung der , für ihn der entscheidende ist,Und dann kommt der Sprung der für ihn der entscheidende ist,AI_RECON,Decisive jump,IMG105,IMG105,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C116,S6,Jungs Karte,576,580,Von Manipura zu Anahata Vom Fe, zu Anahata Vom Feuer zur Luft,Von Manipura zu Anahata Vom Feuer zur Luft,AI_RECON,Fire to air transition,IMG106,IMG106,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C117,S6,Jungs Karte,580,584,In den unteren Stufen ist der ,h mit seinem Erleben identisch,In den unteren Stufen ist der Mensch mit seinem Erleben identisch,AI_RECON,Identification with experience,IMG107,IMG107,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C118,S6,Jungs Karte,584,588,Ich bin wütend Ich bin verletz,bin verletzt Ich muss gewinnen,Ich bin wütend Ich bin verletzt Ich muss gewinnen,AI_RECON,I am angry I am hurt,IMG108,IMG108,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C119,S6,Jungs Karte,588,592,In Anahata erscheint ein Absta, Anahata erscheint ein Abstand,In Anahata erscheint ein Abstand,AI_RECON,Distance appearing,IMG109,IMG109,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C120,S6,Jungs Karte,592,596,Zwischen dem Impuls und der Ha,ine Lücke in der etwas zusieht,Zwischen dem Impuls und der Handlung entsteht eine Lücke in der etwas zusieht,AI_RECON,Gap between impulse action,IMG110,IMG110,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C121,S6,Jungs Karte,596,600,Du bemerkst da ist Wut Da ist ,Da ist Angst Da ist Eifersucht,Du bemerkst da ist Wut Da ist Angst Da ist Eifersucht,AI_RECON,Observing emotions,IMG111,IMG111,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C122,S6,Jungs Karte,600,604,Aus ich bin diese Emotion wird,on wird ich habe diese Emotion,Aus ich bin diese Emotion wird ich habe diese Emotion,AI_RECON,I have vs I am,IMG112,IMG112,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C123,S6,Jungs Karte,604,608,Vom Brennen zum Atmen,Vom Brennen zum Atmen,Vom Brennen zum Atmen,AI_RECON,Burning to breathing,IMG113,IMG113,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C124,S6,Jungs Karte,608,612,Und genau darauf beruhen bis h,eihe psychologischer Verfahren,Und genau darauf beruhen bis heute eine ganze Reihe psychologischer Verfahren,AI_RECON,Modern psychology,IMG114,IMG114,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C125,S6,Jungs Karte,612,616,auf der Unterscheidung zwische,em Bewusstsein das ihn bemerkt,auf der Unterscheidung zwischen einem inneren Zustand und dem Bewusstsein das ihn bemerkt,AI_RECON,State vs awareness,IMG115,IMG115,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C126,S6,Jungs Karte,616,620,Weiter oben wird Jungs Deutung,ng dünn und er sagt das selbst,Weiter oben wird Jungs Deutung dünn und er sagt das selbst,AI_RECON,Limits of interpretation,IMG116,IMG116,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C127,S6,Jungs Karte,620,624,Für Ajna hatte er kein Messger, Für Sahasrara keinen Nachweis,Für Ajna hatte er kein Messgerät Für Sahasrara keinen Nachweis,AI_RECON,No measurement no proof,IMG117,IMG117,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C128,S6,Jungs Karte,624,628,Er arbeitete mit Bildern und m,behauptet etwas anderes zu tun,Er arbeitete mit Bildern und mit Bedeutung und er hat nie behauptet etwas anderes zu tun,AI_RECON,Images and meaning,IMG118,IMG118,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C129,S7,Die Karte die er nie hatte,660,664,Bleibt die Frage woher die Kar,e man ihm 1932 in die Hand gab,Bleibt die Frage woher die Karte eigentlich kam die man ihm 1932 in die Hand gab,AI_RECON,Where did map come from,IMG119,IMG119,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C130,S7,Die Karte die er nie hatte,664,668,Die westliche Standardquelle h,ower erschienen 1919 in London,Die westliche Standardquelle heißt The Serpent Power erschienen 1919 in London,ORIGINAL_ASSET,Serpent Power book,Serpent_Power,Serpent_Power,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C131,S7,Die Karte die er nie hatte,668,672,unter dem Namen Arthur Avalon,unter dem Namen Arthur Avalon,unter dem Namen Arthur Avalon,AI_RECON,Arthur Avalon pseudonym,IMG120,IMG120,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C132,S7,Die Karte die er nie hatte,672,676,Arthur Avalon hat nie existier,rthur Avalon hat nie existiert,Arthur Avalon hat nie existiert,AI_RECON,Never existed,IMG121,IMG121,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C133,S7,Die Karte die er nie hatte,676,680,Dahinter steht Sir John Woodro,hter am High Court in Kalkutta,Dahinter steht Sir John Woodroffe Richter am High Court in Kalkutta,ORIGINAL_ASSET,Woodroffe portrait,Woodroffe_Portrait,Woodroffe_Portrait,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C134,S7,Die Karte die er nie hatte,680,684,ein amtierender Beamter des Br, Beamter des Britischen Empire,ein amtierender Beamter des Britischen Empire,ORIGINAL_ASSET,High Court Calcutta,High_Court,High_Court,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C135,S7,Die Karte die er nie hatte,684,688,Und der Deckname schützte nich,ihn Er lieh seinen Rang weiter,Und der Deckname schützte nicht ihn Er lieh seinen Rang weiter,AI_RECON,Pseudonym protection,IMG122,IMG122,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C136,S7,Die Karte die er nie hatte,688,692,Die eigentliche Sanskrit-Arbei,nte ein bengalischer Gelehrter,Die eigentliche Sanskrit-Arbeit leistete über Jahrzehnte ein bengalischer Gelehrter,AI_RECON,Bengali scholar work,IMG123,IMG123,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C137,S7,Die Karte die er nie hatte,692,696,namens Atal Bihari Ghose zusam,eiteren indischen Mitarbeitern,namens Atal Bihari Ghose zusammen mit weiteren indischen Mitarbeitern,AI_RECON,Atal Bihari Ghose,IMG124,IMG124,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C138,S7,Die Karte die er nie hatte,696,700,Ihre Namen stehen auf keinem U,men stehen auf keinem Umschlag,Ihre Namen stehen auf keinem Umschlag,AI_RECON,Names not on cover,IMG125,IMG125,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C139,S7,Die Karte die er nie hatte,700,704,Der Name eines britischen Rich,die ihnen verschlossen blieben,Der Name eines britischen Richters öffnete im Kolonialbetrieb Türen die ihnen verschlossen blieben,AI_RECON,Colonial doors,IMG126,IMG126,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C140,S7,Die Karte die er nie hatte,704,708,Die Historikerin Kathleen Tayl,s 2001 als erste aufgearbeitet,Die Historikerin Kathleen Taylor hat das 2001 als erste aufgearbeitet,AI_RECON,Taylor 2001 research,IMG127,IMG127,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C141,S7,Die Karte die er nie hatte,708,712,Und der Text selbst,Und der Text selbst,Und der Text selbst,AI_RECON,The text itself,IMG128,IMG128,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C142,S7,Die Karte die er nie hatte,712,716,Ein einziges Werk aus Bengalen,erk aus Bengalen verfasst 1577,Ein einziges Werk aus Bengalen verfasst 1577,AI_RECON,1577 Bengal manuscript,IMG129,IMG129,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C143,S7,Die Karte die er nie hatte,716,720,Es heißt Ṣaṭ-cakra-nirūpaṇa un,Beschreibung der sechs Zentren,Es heißt Ṣaṭ-cakra-nirūpaṇa und der Titel bedeutet wörtlich Beschreibung der sechs Zentren,AI_RECON,Six centers description,IMG130,IMG130,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C144,S7,Die Karte die er nie hatte,720,724,Sechs,Sechs,Sechs,AI_RECON,Number six,IMG131,IMG131,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C145,S7,Die Karte die er nie hatte,724,728,Sahasrara der tausendblättrige,ge Lotus kommt in dem Text vor,Sahasrara der tausendblättrige Lotus kommt in dem Text vor,ORIGINAL_ASSET,Chakra diagram Brow,Brow_Chakra,Brow_Chakra,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C146,S7,Die Karte die er nie hatte,728,732,Er ist dort beschrieben er ist,s Chakra gezählt wird er nicht,Er ist dort beschrieben er ist dort wichtig aber als Chakra gezählt wird er nicht,AI_RECON,Important but not counted,IMG132,IMG132,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C147,S7,Die Karte die er nie hatte,732,736,Der Text nennt sechs Zentren,Der Text nennt sechs Zentren,Der Text nennt sechs Zentren,AI_RECON,Text says six,IMG133,IMG133,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C148,S7,Die Karte die er nie hatte,736,740,Das siebte Chakra das heute je,ht beim Weiterzählen im Westen,Das siebte Chakra das heute jedes Poster zeigt entsteht beim Weiterzählen im Westen,AI_RECON,Seventh chakra Western,IMG134,IMG134,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C149,S7,Die Karte die er nie hatte,740,744,Und die Farben,Und die Farben,Und die Farben,AI_RECON,And the colors,IMG135,IMG135,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C150,S7,Die Karte die er nie hatte,744,748,Der Regenbogen von Rot bis Vio,d in jedem Kristallladen klebt,Der Regenbogen von Rot bis Violett der auf jeder Matte in jeder App und in jedem Kristallladen klebt,AI_RECON,Rainbow colors yoga mat,IMG136,IMG136,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C151,S7,Die Karte die er nie hatte,748,752,er steht in keinem indischen T,steht in keinem indischen Text,er steht in keinem indischen Text,AI_RECON,Not in Indian text,IMG137,IMG137,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C152,S7,Die Karte die er nie hatte,752,756,Der Theosoph Charles Leadbeate,hellsichtig ganz andere Farben,Der Theosoph Charles Leadbeater beschreibt 1927 hellsichtig ganz andere Farben,ORIGINAL_ASSET,Leadbeater portrait,Leadbeater_Portrait,Leadbeater_Portrait,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C153,S7,Die Karte die er nie hatte,756,760,Die Regenbogenzuordnung wird a,arbtherapeuten zusammengesetzt,Die Regenbogenzuordnung wird ab den dreißiger Jahren von westlichen Farbtherapeuten zusammengesetzt,AI_RECON,Western color therapists,IMG138,IMG138,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C154,S7,Die Karte die er nie hatte,760,764,und erst um 1977 endgültig fes, um 1977 endgültig festgezurrt,und erst um 1977 endgültig festgezurrt,AI_RECON,1977 finalized,IMG139,IMG139,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C155,S7,Die Karte die er nie hatte,764,768,Rechnen wir zusammen,Rechnen wir zusammen,Rechnen wir zusammen,AI_RECON,Let us add up,IMG140,IMG140,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C156,S7,Die Karte die er nie hatte,768,772,Ein Text von 1577 aus Bengalen,in London unter falschem Namen,Ein Text von 1577 aus Bengalen Übersetzt 1919 in London unter falschem Namen,MOTION_GRAPHIC,Timeline 1577-1919,TIMELINE_01,TIMELINE_01,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C157,S7,Die Karte die er nie hatte,772,776,mit ungenannter indischer Arbe,s Zentren die zu sieben werden,mit ungenannter indischer Arbeit Sechs Zentren die zu sieben werden,MOTION_GRAPHIC,Timeline 1919-1927,TIMELINE_02,TIMELINE_02,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C158,S7,Die Karte die er nie hatte,776,780,Farben die in Kalifornien dazu, Drei Jahrhunderte vier Länder,Farben die in Kalifornien dazukommen Drei Jahrhunderte vier Länder,MOTION_GRAPHIC,Timeline 1927-1977,TIMELINE_03,TIMELINE_03,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C159,S7,Die Karte die er nie hatte,780,784,Menschen die einander nie bege,die einander nie begegnet sind,Menschen die einander nie begegnet sind,MOTION_GRAPHIC,Timeline complete,TIMELINE_04,TIMELINE_04,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C160,S7,Die Karte die er nie hatte,784,788,Und in der Mitte dieser Kette , sitzt 1932 ein Mann in Zürich,Und in der Mitte dieser Kette sitzt 1932 ein Mann in Zürich,AI_RECON,Jung in Zurich 1932,IMG141,IMG141,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C161,S7,Die Karte die er nie hatte,788,792,sieht sich diese Karte an und ,und erkennt das Gelände wieder,sieht sich diese Karte an und erkennt das Gelände wieder,AI_RECON,Recognizing terrain,IMG142,IMG142,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C162,S7,Die Karte die er nie hatte,792,796,in dem er neunzehn Jahre vorhe,hre vorher fast geblieben wäre,in dem er neunzehn Jahre vorher fast geblieben wäre,AI_RECON,Almost stayed there,IMG143,IMG143,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C163,S7,Die Karte die er nie hatte,796,800,Hier kippt die Frage,Hier kippt die Frage,Hier kippt die Frage,AI_RECON,Question flips,IMG144,IMG144,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C164,S7,Die Karte die er nie hatte,800,804,Wie kann eine Karte so oft umg,nd immer noch auf etwas zeigen,Wie kann eine Karte so oft umgezeichnet werden und immer noch auf etwas zeigen,AI_RECON,How can map still point,IMG145,IMG145,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C165,S8,Was bleibt,810,814,Was bleibt ist erstaunlich vie,as bleibt ist erstaunlich viel,Was bleibt ist erstaunlich viel,AI_RECON,What remains,IMG146,IMG146,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C166,S8,Was bleibt,814,818,Das Rote Buch gibt es Kalligra,auf Pergament gemalte Mandalas,Das Rote Buch gibt es Kalligraphie auf Pergament gemalte Mandalas,ORIGINAL_ASSET,Red Book 2019,Red_Book_2019,Red_Book_2019,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C167,S8,Was bleibt,818,822,geschrieben zwischen 1913 und ,hrieben zwischen 1913 und 1930,geschrieben zwischen 1913 und 1930,AI_RECON,Written 1913-1930,IMG147,IMG147,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C168,S8,Was bleibt,822,826,Jung hat es nie veröffentlicht,es in einen Zürcher Banktresor,Jung hat es nie veröffentlicht Nach seinem Tod schloss die Familie es in einen Zürcher Banktresor,AI_RECON,Bank vault Zurich,IMG148,IMG148,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C169,S8,Was bleibt,826,830,Dort lag es bis 2009,Dort lag es bis 2009,Dort lag es bis 2009,AI_RECON,Until 2009,IMG149,IMG149,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C170,S8,Was bleibt,830,834,Es hat einen einzelnen Wissens, zu überreden es herauszugeben,Es hat einen einzelnen Wissenschaftler drei Jahre gekostet die Erben zu überreden es herauszugeben,AI_RECON,Scientist convincing heirs,IMG150,IMG150,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C171,S8,Was bleibt,834,838,Die Methode gibt es Aktive Ima,seither tausendfach angewendet,Die Methode gibt es Aktive Imagination von Jung beschrieben seither tausendfach angewendet,AI_RECON,Active imagination method,IMG151,IMG151,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C172,S8,Was bleibt,838,842,Hinsetzen Das rechnende Denken,ellen Die Bilder kommen lassen,Hinsetzen Das rechnende Denken stillstellen Die Bilder kommen lassen,AI_RECON,Sitting still images,IMG152,IMG152,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C173,S8,Was bleibt,842,846,Und dann selbst hineingehen un,n selbst hineingehen und reden,Und dann selbst hineingehen und reden,AI_RECON,Going in and talking,IMG153,IMG153,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C174,S8,Was bleibt,846,850,Und die Karte gibt es Dreimal ,edem Buchladen auf jeder Matte,Und die Karte gibt es Dreimal umgezeichnet in jedem Buchladen auf jeder Matte,AI_RECON,Map everywhere today,IMG154,IMG154,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C175,S8,Was bleibt,850,854,Was Philemon war hat Jung nie ,ilemon war hat Jung nie gesagt,Was Philemon war hat Jung nie gesagt,AI_RECON,What was Philemon,IMG155,IMG155,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C176,S8,Was bleibt,854,858,Er sagte er müsse ihn als psyc,behandeln Weiter ging er nicht,Er sagte er müsse ihn als psychisch wirklich behandeln Weiter ging er nicht,AI_RECON,Psychically real,IMG156,IMG156,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C177,S8,Was bleibt,858,862,Eine Frage bleibt also,Eine Frage bleibt also,Eine Frage bleibt also,AI_RECON,One question remains,IMG157,IMG157,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C178,S8,Was bleibt,862,866,Wer hat gesprochen,Wer hat gesprochen,Wer hat gesprochen,AI_RECON,Who spoke,IMG158,IMG158,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C179,S8,Was bleibt,866,870,Wenn ein Mann Sätze hört die e,aus dreißig Jahre Arbeit macht,Wenn ein Mann Sätze hört die er nicht gedacht hat und daraus dreißig Jahre Arbeit macht,AI_RECON,Sentences not thought,IMG159,IMG159,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C180,S8,Was bleibt,870,874,die bis heute gelesen wird was,elesen wird was war die Quelle,die bis heute gelesen wird was war die Quelle,AI_RECON,What was the source,IMG160,IMG160,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C181,S8,Was bleibt,874,878,Und die kleine Version davon k,eine Version davon kennt jeder,Und die kleine Version davon kennt jeder,AI_RECON,Small version everyone knows,IMG161,IMG161,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C182,S8,Was bleibt,878,882,Ein Gedanke der da war bevor m,er da war bevor man ihn wollte,Ein Gedanke der da war bevor man ihn wollte,AI_RECON,Thought before wanted,IMG162,IMG162,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C183,S8,Was bleibt,882,886,Ein Satz der aus einer Richtun,ung kam die einem nicht gehört,Ein Satz der aus einer Richtung kam die einem nicht gehört,AI_RECON,Sentence from elsewhere,IMG163,IMG163,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C184,S8,Was bleibt,886,890,Jung ging ohne Karte hinein,Jung ging ohne Karte hinein,Jung ging ohne Karte hinein,AI_RECON,Jung went in without map,IMG164,IMG164,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C185,S8,Was bleibt,890,894,Heute liegt die Karte überall , liegt die Karte überall herum,Heute liegt die Karte überall herum,AI_RECON,Map everywhere now,IMG165,IMG165,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C186,S8,Was bleibt,894,898,Und das Gelände hat seit 1916 ,seit 1916 kaum jemand betreten,Und das Gelände hat seit 1916 kaum jemand betreten,AI_RECON,Terrain rarely entered,IMG166,IMG166,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C187,S8,Was bleibt,898,902,Der Herausgeber des Roten Buch,t es eine Flaschenpost genannt,Der Herausgeber des Roten Buchs hat es eine Flaschenpost genannt,AI_RECON,Message in bottle,IMG167,IMG167,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
EP04_V4_C188,S8,Was bleibt,902,906,Jung habe sie ins Meer geworfe,gehofft dass jemand sie findet,Jung habe sie ins Meer geworfen und gehofft dass jemand sie findet,AI_RECON,Thrown into sea,IMG168,IMG168,3-5s hold; gentle push.,No evidentiary label.,Map voice anchors to timestamps.
