cue_id,scene,scene_title,est_start,est_end,voice_anchor_start,voice_anchor_end,voice_excerpt,visual_type,visual_concept,reference_assets,generation_id,edit_hold_rule,highlight_rule,sync_rule
EP04_V2_C047,S6,Der Selbsttest,359.1,367.1,"Angst, Wut, Begehren, Scham? Dann","beobachten, ohne ihn sofort auszuagieren?","Angst, Wut, Begehren, Scham? Dann die schwierigere Frage: Kannst du den Zustand beobachten, ohne ihn sofort auszuagieren?",AI_RECON,"modern everyday self-observation scene, adult in conflict pausing before reaction, non-therapeutic educational illustration",,IMG30,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C048,S6,Der Selbsttest,367.1,375.1,"Und schliesslich: Welche Bedeutung gibst","Das ist kein Chakra-Test und","Und schliesslich: Welche Bedeutung gibst du dem Ganzen, wenn der unmittelbare Affekt abgeklungen ist? Das ist kein Chakra-Test und",AI_RECON,"modern everyday self-observation scene, adult in conflict pausing before reaction, non-therapeutic educational illustration",,IMG31,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C049,S6,Der Selbsttest,375.1,383.1,"keine Diagnose. Es ist eine","Markierungen fuer verschiedene Arten, Erfahrung","keine Diagnose. Es ist eine Uebersetzung von Jungs Uebersetzung. Die alten Symbole werden zu Markierungen fuer verschiedene Arten, Erfahrung",AI_RECON,"modern everyday self-observation scene, adult in conflict pausing before reaction, non-therapeutic educational illustration",,IMG32,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C050,S6,Der Selbsttest,383.1,391.1,"zu organisieren. Der Nutzen liegt","von hoeheren Zentren spricht und","zu organisieren. Der Nutzen liegt nicht darin, sich moeglichst weit oben einzuordnen. Wer staendig von hoeheren Zentren spricht und",AI_RECON,"modern everyday self-observation scene, adult in conflict pausing before reaction, non-therapeutic educational illustration",,IMG33,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C051,S6,Der Selbsttest,391.1,399.1,"seine Miete nicht bezahlt, hat","nicht. Der Koerper verschwindet nicht.","seine Miete nicht bezahlt, hat die Karte vermutlich missverstanden. Muladhara verschwindet nicht. Der Koerper verschwindet nicht.",AI_RECON,"modern everyday self-observation scene, adult in conflict pausing before reaction, non-therapeutic educational illustration",,IMG34,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C052,S6,Der Selbsttest,399.1,405.0,"Die unteren Ebenen werden nicht","weil abstraktere Perspektiven moeglich werden.","Die unteren Ebenen werden nicht wertlos, nur weil abstraktere Perspektiven moeglich werden.",VECTOR_DIAGRAM,"modern everyday self-observation scene, adult in conflict pausing before reaction, non-therapeutic educational illustration",,IMG35,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C053,S7,Der Streit,405.0,413.0,"Und hier beginnt nicht der","sondern der eigentliche Konflikt. Denn","Und hier beginnt nicht der langweilige Gegenbefund, sondern der eigentliche Konflikt. Denn",AI_RECON,"intellectual conflict between Western psychology and Eastern tradition, two opposing forces, dramatic tension, documentary illustration",,IMG36,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C054,S7,Der Streit,413.0,421.0,"Jungs Interpretation wurde nicht von allen","Die indische Tradition hatte ihre","Jungs Interpretation wurde nicht von allen begruesst. Die indische Tradition hatte ihre",AI_RECON,"intellectual conflict between Western psychology and Eastern tradition, two opposing forces, dramatic tension, documentary illustration",,IMG37,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C055,S7,Der Streit,421.0,429.0,"eigenen Lesarten. Ihre eigenen Praktiken.","ueber Jahrhunderte weitergegeben hatten.","eigenen Lesarten. Ihre eigenen Praktiken. Ihre eigenen Meister, die diese Systeme ueber Jahrhunderte weitergegeben hatten.",AI_RECON,"intellectual conflict between Western psychology and Eastern tradition, two opposing forces, dramatic tension, documentary illustration",,IMG38,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C056,S7,Der Streit,429.0,437.0,"Und diese Meister sahen nicht gerne","als bloße Psychologie deutete.","Und diese Meister sahen nicht gerne, wie ein westlicher Psychiater ihre heiligen Symbole als bloße Psychologie deutete.",AI_RECON,"intellectual conflict between Western psychology and Eastern tradition, two opposing forces, dramatic tension, documentary illustration",,IMG39,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C057,S7,Der Streit,437.0,445.0,"Der Vorwurf war klar: Jung hatte","ohne das Gelaende zu betreten.","Der Vorwurf war klar: Jung hatte die Karte gelesen, ohne das Gelaende zu betreten.",AI_RECON,"intellectual conflict between Western psychology and Eastern tradition, two opposing forces, dramatic tension, documentary illustration",,IMG40,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C058,S7,Der Streit,445.0,453.0,"Er hatte die Symbole analysiert","die dahinter steht. Er hatte","Er hatte die Symbole analysiert, ohne die Erfahrung gemacht zu haben, die dahinter steht. Er hatte",AI_RECON,"intellectual conflict between Western psychology and Eastern tradition, two opposing forces, dramatic tension, documentary illustration",,IMG41,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C059,S7,Der Streit,453.0,461.0,"die Sprache uebersetzt, ohne den","Und vielleicht hatten sie recht.","die Sprache uebersetzt, ohne den Akzent zu kennen. Und vielleicht hatten sie recht.",AI_RECON,"intellectual conflict between Western psychology and Eastern tradition, two opposing forces, dramatic tension, documentary illustration",,IMG42,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C060,S7,Der Streit,461.0,469.0,"Denn Jung selbst gab zu, dass","die hoechsten Zentren nicht aus","Denn Jung selbst gab zu, dass er die hoechsten Zentren nicht aus",AI_RECON,"intellectual conflict between Western psychology and Eastern tradition, two opposing forces, dramatic tension, documentary illustration",,IMG43,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C061,S7,Der Streit,469.0,477.0,"eigener Erfahrung kannte. Er arbeitete","was seine Patienten ihm berichteten.","eigener Erfahrung kannte. Er arbeitete mit dem, was er in Buechern fand. Mit dem, was seine Patienten ihm berichteten.",AI_RECON,"intellectual conflict between Western psychology and Eastern tradition, two opposing forces, dramatic tension, documentary illustration",,IMG44,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C062,S7,Der Streit,477.0,483.0,"Mit dem, was er in den","ueber diese Dinge sprach.","Mit dem, was er in den Gesichtern der Zuhoerer sah, als er ueber diese Dinge sprach.",AI_RECON,"intellectual conflict between Western psychology and Eastern tradition, two opposing forces, dramatic tension, documentary illustration",,IMG45,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C063,S8,Was die Karte nicht beweist,483.0,491.0,"Warum funktioniert dann eine","als Beschreibung innerer Zustaende","Warum funktioniert dann eine jahrhundertealte Symbolsprache fuer manche Menschen so gut als Beschreibung innerer Zustaende",AI_RECON,"detective-style comparison between symbolic usefulness and empirical evidence, split visual of map versus measurement, no mockery",,IMG46,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C064,S8,Was die Karte nicht beweist,491.0,499.0,"obwohl ihre metaphysischen Annahmen","Eine Antwort ist schlicht: Menschen","obwohl ihre metaphysischen Annahmen wissenschaftlich nicht bestaetigt sind? Eine Antwort ist schlicht: Menschen",AI_RECON,"detective-style comparison between symbolic usefulness and empirical evidence, split visual of map versus measurement, no mockery",,IMG47,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C065,S8,Was die Karte nicht beweist,499.0,507.0,"sind hervorragend darin, Erfahrungen in","dass gute Symbole viele moegliche","sind hervorragend darin, Erfahrungen in Bilder, Raeume und Hierarchien zu uebersetzen. Eine andere ist, dass gute Symbole viele moegliche",AI_RECON,"detective-style comparison between symbolic usefulness and empirical evidence, split visual of map versus measurement, no mockery",,IMG48,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C066,S8,Was die Karte nicht beweist,507.0,515.0,"Erfahrungen aufnehmen koennen, gerade weil","psychologischer Brauchbarkeit biologische Tatsachen abzuleiten.","Erfahrungen aufnehmen koennen, gerade weil sie nicht praezise Messmodelle sind. Der Fehler waere, aus psychologischer Brauchbarkeit biologische Tatsachen abzuleiten.",AI_RECON,"detective-style comparison between symbolic usefulness and empirical evidence, split visual of map versus measurement, no mockery",,IMG49,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C067,S8,Was die Karte nicht beweist,515.0,523.0,"Dass die Metapher Feuer zu","jemand beim Meditieren Druck oder","Dass die Metapher Feuer zu Wut passt, beweist kein messbares Feuerzentrum im Bauch. Dass jemand beim Meditieren Druck oder",AI_RECON,"detective-style comparison between symbolic usefulness and empirical evidence, split visual of map versus measurement, no mockery",,IMG50,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C068,S8,Was die Karte nicht beweist,523.0,531.0,"Waerme im Koerper erlebt, beweist","billig, die ganze Geschichte als","Waerme im Koerper erlebt, beweist nicht automatisch eine universelle Energiebahn. Gleichzeitig waere es ebenso billig, die ganze Geschichte als",AI_RECON,"detective-style comparison between symbolic usefulness and empirical evidence, split visual of map versus measurement, no mockery",,IMG51,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C069,S8,Was die Karte nicht beweist,531.0,539.0,"blossen Aberglauben wegzuwischen. Jung interessierte","ueber Jahrhunderte Erfahrungen geordnet hatten,","blossen Aberglauben wegzuwischen. Jung interessierte sich gerade fuer Systeme, die ueber Jahrhunderte Erfahrungen geordnet hatten,",AI_RECON,"detective-style comparison between symbolic usefulness and empirical evidence, split visual of map versus measurement, no mockery",,IMG52,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C070,S8,Was die Karte nicht beweist,539.0,544.0,"fuer die die damalige westliche","Psychologie kaum eine Sprache besass.","fuer die die damalige westliche Psychologie kaum eine Sprache besass.",AI_RECON,"detective-style comparison between symbolic usefulness and empirical evidence, split visual of map versus measurement, no mockery",,IMG53,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C071,S9,Der offene Rest,544.0,552.0,"Am Ende bleibt also etwas","Chakren wahr oder falsch sind.","Am Ende bleibt also etwas viel Interessanteres als die Frage, ob Chakren wahr oder falsch sind.",VECTOR_DIAGRAM,"final metaphor of a map over an inner landscape, quiet unresolved documentary image, refined editorial composition",,IMG54,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C072,S9,Der offene Rest,552.0,560.0,"Jung nahm ein esoterisches Modell","Physik, sondern als Psychologie lesen?","Jung nahm ein esoterisches Modell und fragte: Was passiert, wenn wir es nicht als Physik, sondern als Psychologie lesen?",AI_RECON,"final metaphor of a map over an inner landscape, quiet unresolved documentary image, refined editorial composition",,IMG55,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C073,S9,Der offene Rest,560.0,568.0,"Daraus entstand keine neue Anatomie.","Identifikation ueber Affekt und Beobachtung","Daraus entstand keine neue Anatomie. Es entstand eine Landkarte fuer Uebergaenge - von fester Identifikation ueber Affekt und Beobachtung",AI_RECON,"final metaphor of a map over an inner landscape, quiet unresolved documentary image, refined editorial composition",,IMG56,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C074,S9,Der offene Rest,568.0,576.0,"bis zu immer abstrakteren Vorstellungen","warum solche Karten nicht verschwinden.","bis zu immer abstrakteren Vorstellungen vom Selbst. Vielleicht ist das der Grund, warum solche Karten nicht verschwinden.",AI_RECON,"final metaphor of a map over an inner landscape, quiet unresolved documentary image, refined editorial composition",,IMG57,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C075,S9,Der offene Rest,576.0,584.0,"Sie liefern nicht nur Erklaerungen.","Gefuehl einen Ort auf einer","Sie liefern nicht nur Erklaerungen. Sie geben inneren Veraenderungen einen Ort. Und sobald ein Gefuehl einen Ort auf einer",AI_RECON,"final metaphor of a map over an inner landscape, quiet unresolved documentary image, refined editorial composition",,IMG58,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C076,S9,Der offene Rest,584.0,592.0,"Karte bekommt, kann man sich","ist nicht das Gelaende. Aber","Karte bekommt, kann man sich zu ihm verhalten. Die Karte ist nicht das Gelaende. Aber",AI_RECON,"final metaphor of a map over an inner landscape, quiet unresolved documentary image, refined editorial composition",,IMG59,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
EP04_V2_C077,S9,Der offene Rest,592.0,598.0,"manchmal bemerkt man erst durch","dass man sich ueberhaupt bewegt.","manchmal bemerkt man erst durch eine Karte, dass man sich ueberhaupt bewegt.",AI_RECON,"final metaphor of a map over an inner landscape, quiet unresolved documentary image, refined editorial composition",,IMG60,5-8s primary hold; gentle push or parallax allowed. No slideshow freeze.,No evidentiary label. Generated material must be marked as reconstruction/illustration where required.,Map HTML-unescaped voice anchors to final narrator word timestamps. Cue starts on first anchor word and ends on last anchor word.
