shot_id,take_id,act,take_start_est,take_end_est,visual_start_est,visual_end_est,semantic_anchor,asset_id,asset_class,asset_path_or_plan,asset_status,motion_policy,sfx_cue,music_atmo,edit_note
A063,EP06_TAKE_011_DREI_WIEDERKEHRENDE_FAMILIEN,S4,00:04:00.400,00:04:23.200,00:04:00.400,00:04:04.200,Forschung / Daten,ORIG020,PLANNED_ORIGINAL_ASSET,PLANNED/ORIG020_EEG_62_CHANNEL_CC0.svg,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,EEG_TICK_SUBTLE,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A064,EP06_TAKE_011_DREI_WIEDERKEHRENDE_FAMILIEN,S4,00:04:00.400,00:04:23.200,00:04:04.200,00:04:08.000,Berichte ordnen sich,IMG039,PLANNED_GENERATED_STILL,PLANNED/IMG039_CLUSTER_OBJECT_STUDY.png,MISSING_TO_CREATE_OR_LICENSE,GENTLE_PUSH_MAX_1.025_EASED,PAPER_SORT_SOFT,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A065,EP06_TAKE_011_DREI_WIEDERKEHRENDE_FAMILIEN,S4,00:04:00.400,00:04:23.200,00:04:08.000,00:04:11.800,drei Familien,IMG016,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG016_THREE_FAMILIES_TRIPTYCH_BASE.png,READY,STATIC_HOLD,MUSIC_THREE_NOTES,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A066,EP06_TAKE_011_DREI_WIEDERKEHRENDE_FAMILIEN,S4,00:04:00.400,00:04:23.200,00:04:11.800,00:04:15.600,Cheyne-Taxonomie,CARD002,CARD,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD002_DREI_ERLEBNISFAMILIEN.png,READY,STATIC_NO_ZOOM_NO_PAN,NONE,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A067,EP06_TAKE_011_DREI_WIEDERKEHRENDE_FAMILIEN,S4,00:04:00.400,00:04:23.200,00:04:15.600,00:04:19.400,Mess-/Forschungsebene,ORIG_EEG_ICON,ORIGINAL_ASSET,IMAGE_GENERATION_KIT/02_ASSETS/EP06_EEG_Cap_Icon.svg,READY,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,Original · CC0
A068,EP06_TAKE_011_DREI_WIEDERKEHRENDE_FAMILIEN,S4,00:04:00.400,00:04:23.200,00:04:19.400,00:04:23.200,Gefahrensystem als Kontext,ORIG021,PLANNED_ORIGINAL_ASSET,PLANNED/ORIG021_AMYGDALA_ANIMATION.gif,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,LOW_BODY_TONE,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,nur anatomischer Kontext
A069,EP06_TAKE_012_INTRUDER_INCUBUS_SCHWEBEN,S4,00:04:23.450,00:04:47.150,00:04:23.450,00:04:26.836,Intruder,IMG013,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG013_INTRUDER_DOORWAY.png,READY,GENTLE_PUSH_MAX_1.025_EASED,FOOTSTEP_SINGLE_FAR,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A070,EP06_TAKE_012_INTRUDER_INCUBUS_SCHWEBEN,S4,00:04:23.450,00:04:47.150,00:04:26.836,00:04:30.221,Incubus,IMG014,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG014_INCUBUS_PRESSURE.png,READY,STATIC_HOLD,BREATH_BODY_LOW,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A071,EP06_TAKE_012_INTRUDER_INCUBUS_SCHWEBEN,S4,00:04:23.450,00:04:47.150,00:04:30.221,00:04:33.607,vestibulär,IMG015,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG015_VESTIBULAR_FLOAT.png,READY,GENTLE_PUSH_MAX_1.025_EASED,AIR_ROTATION_SOFT,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A072,EP06_TAKE_012_INTRUDER_INCUBUS_SCHWEBEN,S4,00:04:23.450,00:04:47.150,00:04:33.607,00:04:36.993,Außerkörpererfahrung,ORIG022,PLANNED_ORIGINAL_ASSET,PLANNED/ORIG022_OBE_ICON.svg,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A073,EP06_TAKE_012_INTRUDER_INCUBUS_SCHWEBEN,S4,00:04:23.450,00:04:47.150,00:04:36.993,00:04:40.379,Atem und Druck,IMG038,PLANNED_GENERATED_STILL,PLANNED/IMG038_BREATH_INTEROCEPTION.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,BREATH_BODY_LOW,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A074,EP06_TAKE_012_INTRUDER_INCUBUS_SCHWEBEN,S4,00:04:23.450,00:04:47.150,00:04:40.379,00:04:43.764,Schlafstörungskontext,SHOT13,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT13_SCHLAFSTORUNGSKONTEXT.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A075,EP06_TAKE_012_INTRUDER_INCUBUS_SCHWEBEN,S4,00:04:23.450,00:04:47.150,00:04:43.764,00:04:47.150,drei Erlebnisfamilien verändern die Wahrnehmung,CLIP006,PLANNED_TRANSFORM_CLIP,PLANNED/CLIP006_THREE_FAMILIES.mp4,MISSING_TO_CREATE_OR_LICENSE,NATIVE_MOTION_NO_RETIME_NO_EXTRA_CAMERA,MUSIC_THREE_NOTES,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,"drei echte Zustandswechsel, keine Kamerafahrt"
A076,EP06_TAKE_013_WARUM_GERADE_DIESE_FORMEN,S4,00:04:47.400,00:05:12.400,00:04:47.400,00:04:51.567,Wiederholung / Alarm,IMG025,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG025_ALARM_WITHOUT_CAUSE.png,READY,GENTLE_PUSH_MAX_1.025_EASED,MUSIC_PULSE_SOFT,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A077,EP06_TAKE_013_WARUM_GERADE_DIESE_FORMEN,S4,00:04:47.400,00:05:12.400,00:04:51.567,00:04:55.733,Gefahr konstruiert,IMG027,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG027_SHADOW_BECOMES_SHOULDER.png,READY,STATIC_HOLD,NONE,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A078,EP06_TAKE_013_WARUM_GERADE_DIESE_FORMEN,S4,00:04:47.400,00:05:12.400,00:04:55.733,00:04:59.900,beobachtende Agency,IMG029,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG029_OBSERVING_INTELLIGENCE_AMBIGUOUS.png,READY,STATIC_HOLD,ROOMTONE_WIDE,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A079,EP06_TAKE_013_WARUM_GERADE_DIESE_FORMEN,S4,00:04:47.400,00:05:12.400,00:04:59.900,00:05:04.067,Gefahr und Verursacher,SHOT14,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT14_GEFAHR_UND_VERURSACHER.png,MISSING_TO_CREATE_OR_LICENSE,GENTLE_PUSH_MAX_1.025_EASED,LOW_NEURAL_TICK,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A080,EP06_TAKE_013_WARUM_GERADE_DIESE_FORMEN,S4,00:04:47.400,00:05:12.400,00:05:04.067,00:05:08.233,neurophysiologischer Mischzustand,SHOT15,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT15_NEUROPHYSIOLOGISCHER_MISCHZUSTAND.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A081,EP06_TAKE_013_WARUM_GERADE_DIESE_FORMEN,S4,00:04:47.400,00:05:12.400,00:05:08.233,00:05:12.400,Übergang ins Labor,SHOT16,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT16_UBERGANG_INS_LABOR.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,MUSIC_TRANSITION_TICK,MX_LOW_0.72+MX_HARMONIC_THREE_NOTE,
A082,EP06_TAKE_014_TAKEUCHI_1992,S5,00:05:12.650,00:05:30.550,00:05:12.650,00:05:15.633,Schlaflabor,ORIG_PSG_TESTER,ORIGINAL_ASSET,IMAGE_GENERATION_KIT/02_ASSETS/EP06_Polysomnography_tester.jpg,READY,CONTAIN_STATIC_NO_CROP,LAB_ROOMTONE_LOW,MX_LOW_0.84+MX_HARMONIC_LAB,YELLOW · Attribution/SA prüfen
A083,EP06_TAKE_014_TAKEUCHI_1992,S5,00:05:12.650,00:05:30.550,00:05:15.633,00:05:18.617,Versuchsperson,ORIG_PSG_MODEL_SIDE,ORIGINAL_ASSET,IMAGE_GENERATION_KIT/02_ASSETS/EP06_Polysomnography_model_side.jpg,READY,CONTAIN_STATIC_NO_CROP,LAB_ROOMTONE_LOW,MX_LOW_0.84+MX_HARMONIC_LAB,YELLOW · Persönlichkeit/SA prüfen
A084,EP06_TAKE_014_TAKEUCHI_1992,S5,00:05:12.650,00:05:30.550,00:05:18.617,00:05:21.600,sechzehn gesunde Personen,IMG017,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG017_SLEEP_LAB_WIDE_RECON.png,READY,GENTLE_PUSH_MAX_1.025_EASED,LAB_ROOMTONE_LOW,MX_LOW_0.84+MX_HARMONIC_LAB,Rekonstruktion; nicht Takeuchi-Original
A085,EP06_TAKE_014_TAKEUCHI_1992,S5,00:05:12.650,00:05:30.550,00:05:21.600,00:05:24.583,1992 / gezielter Versuch,IMG018,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG018_SLEEP_INTERRUPTION_CLOCK.png,READY,GENTLE_PUSH_MAX_1.025_EASED,CLOCK_TICK_SOFT,MX_LOW_0.84+MX_HARMONIC_LAB,
A086,EP06_TAKE_014_TAKEUCHI_1992,S5,00:05:12.650,00:05:30.550,00:05:24.583,00:05:27.567,Takeuchi 1992,CARD003,CARD,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD003_TAKEUCHI_1992.png,READY,STATIC_NO_ZOOM_NO_PAN,NONE,MX_LOW_0.84+MX_HARMONIC_LAB,
A087,EP06_TAKE_014_TAKEUCHI_1992,S5,00:05:12.650,00:05:30.550,00:05:27.567,00:05:30.550,Fragestellung,CARD010,PLANNED_CARD,PLANNED/CARD010_TAKEUCHI_PROTOCOL.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_NO_ZOOM_NO_PAN,NONE,MX_LOW_0.84+MX_HARMONIC_LAB,
A088,EP06_TAKE_015_DER_UNTERBROCHENE_SCHLAF,S5,00:05:30.800,00:05:54.900,00:05:30.800,00:05:34.243,zurück ins Bett,IMG019,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG019_RETURN_TO_BED_RECON.png,READY,STATIC_HOLD,LAB_ROOMTONE_LOW,MX_LOW_0.84+MX_HARMONIC_LAB,
A089,EP06_TAKE_015_DER_UNTERBROCHENE_SCHLAF,S5,00:05:30.800,00:05:54.900,00:05:34.243,00:05:37.686,Sensoren am Körper,ORIG_PSG_EQUIPPED_PATIENT,ORIGINAL_ASSET,IMAGE_GENERATION_KIT/02_ASSETS/EP06_Polysomnography_equipped_patient.jpg,READY,CONTAIN_STATIC_NO_CROP,CABLE_TOUCH_SOFT,MX_LOW_0.84+MX_HARMONIC_LAB,YELLOW · Lizenz/Person prüfen
A090,EP06_TAKE_015_DER_UNTERBROCHENE_SCHLAF,S5,00:05:30.800,00:05:54.900,00:05:37.686,00:05:41.129,Sensoranschlüsse,ORIG_SENSOR_CONNECTIONS,ORIGINAL_ASSET,IMAGE_GENERATION_KIT/02_ASSETS/EP06_Polysomnography_sensor_connections.jpg,READY,CONTAIN_STATIC_NO_CROP,CABLE_TOUCH_SOFT,MX_LOW_0.84+MX_HARMONIC_LAB,YELLOW · Attribution/SA prüfen
A091,EP06_TAKE_015_DER_UNTERBROCHENE_SCHLAF,S5,00:05:30.800,00:05:54.900,00:05:41.129,00:05:44.571,Muskeltonus,SHOT05,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/SHOT05_LAB_SENSOR_MACRO.png,READY,STATIC_HOLD,EEG_TICK_SUBTLE,MX_LOW_0.84+MX_HARMONIC_LAB,
A092,EP06_TAKE_015_DER_UNTERBROCHENE_SCHLAF,S5,00:05:30.800,00:05:54.900,00:05:44.571,00:05:48.014,wecken / eine Stunde / zurück,IMG040,PLANNED_GENERATED_STILL,PLANNED/IMG040_INTERRUPTION_PROTOCOL_OBJECTS.png,MISSING_TO_CREATE_OR_LICENSE,GENTLE_PUSH_MAX_1.025_EASED,CLOCK_TICK_SOFT,MX_LOW_0.84+MX_HARMONIC_LAB,
A093,EP06_TAKE_015_DER_UNTERBROCHENE_SCHLAF,S5,00:05:30.800,00:05:54.900,00:05:48.014,00:05:51.457,EEG-Kappe,ORIG_64_CHANNEL_CAP,ORIGINAL_ASSET,IMAGE_GENERATION_KIT/02_ASSETS/EP06_64_Channel_EEG_Cap.jpg,READY,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.84+MX_HARMONIC_LAB,YELLOW · Attribution/SA prüfen
A094,EP06_TAKE_015_DER_UNTERBROCHENE_SCHLAF,S5,00:05:30.800,00:05:54.900,00:05:51.457,00:05:54.900,Schlaf / wach / zurück,CLIP007,PLANNED_TRANSFORM_CLIP,PLANNED/CLIP007_INTERRUPTION_CYCLE.mp4,MISSING_TO_CREATE_OR_LICENSE,NATIVE_MOTION_NO_RETIME_NO_EXTRA_CAMERA,CLOCK_TICK_SOFT,MX_LOW_0.84+MX_HARMONIC_LAB,Ablaufwechsel statt Kamerafahrt
A095,EP06_TAKE_016_SECHS_EPISODEN,S5,00:05:55.150,00:06:18.350,00:05:55.150,00:05:58.464,sechs Episoden,CARD011,PLANNED_CARD,PLANNED/CARD011_SIX_EPISODES.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_NO_ZOOM_NO_PAN,MUSIC_RESULT_SOFT,MX_LOW_0.84+MX_HARMONIC_LAB,
A096,EP06_TAKE_016_SECHS_EPISODEN,S5,00:05:55.150,00:06:18.350,00:05:58.464,00:06:01.779,Ergebnis konkret,IMG041,PLANNED_GENERATED_STILL,PLANNED/IMG041_SIX_EPISODES_MARKERS.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,SIX_TICKS_SOFT,MX_LOW_0.84+MX_HARMONIC_LAB,
A097,EP06_TAKE_016_SECHS_EPISODEN,S5,00:05:55.150,00:06:18.350,00:06:01.779,00:06:05.093,wach im EEG / Körper still,IMG020,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG020_EEG_AWAKE_BODY_STILL_BASE.png,READY,GENTLE_PUSH_MAX_1.025_EASED,EEG_TICK_SUBTLE,MX_LOW_0.84+MX_HARMONIC_LAB,
A098,EP06_TAKE_016_SECHS_EPISODEN,S5,00:05:55.150,00:06:18.350,00:06:05.093,00:06:08.407,REM-Kurve,ORIG_REM_PSG,ORIGINAL_ASSET,IMAGE_GENERATION_KIT/02_ASSETS/EP06_REM_Polysomnography_30sec.png,READY,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.84+MX_HARMONIC_LAB,Original · PD
A099,EP06_TAKE_016_SECHS_EPISODEN,S5,00:05:55.150,00:06:18.350,00:06:08.407,00:06:11.721,Stage 1 Vergleich,ORIG_STAGE1_PSG,ORIGINAL_ASSET,IMAGE_GENERATION_KIT/02_ASSETS/EP06_Sleep_EEG_Stage_1_PSG.jpg,READY,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.84+MX_HARMONIC_LAB,Original · PD
A100,EP06_TAKE_016_SECHS_EPISODEN,S5,00:05:55.150,00:06:18.350,00:06:11.721,00:06:15.036,Stage 2 Vergleich,ORIG_STAGE2_PSG,ORIGINAL_ASSET,IMAGE_GENERATION_KIT/02_ASSETS/EP06_Sleep_EEG_Stage_2_PSG.jpg,READY,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.84+MX_HARMONIC_LAB,Original · PD
A101,EP06_TAKE_016_SECHS_EPISODEN,S5,00:05:55.150,00:06:18.350,00:06:15.036,00:06:18.350,sechs Episoden im Messverlauf,CLIP008,PLANNED_TRANSFORM_CLIP,PLANNED/CLIP008_SIX_EPISODES_SIGNAL.mp4,MISSING_TO_CREATE_OR_LICENSE,NATIVE_MOTION_NO_RETIME_NO_EXTRA_CAMERA,SIX_TICKS_SOFT,MX_LOW_0.84+MX_HARMONIC_LAB,sechs Marker entstehen nacheinander
A102,EP06_TAKE_017_UND_TROTZDEM_KOMMT_ETWAS_MIT,S5,00:06:18.600,00:06:43.600,00:06:18.600,00:06:23.600,Labor und Wahrnehmung,IMG021,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG021_LAB_HALLUCINATION_AMBIGUOUS.png,READY,STATIC_HOLD,LAB_ROOMTONE_LOW,MX_LOW_0.84+MX_HARMONIC_LAB,
A103,EP06_TAKE_017_UND_TROTZDEM_KOMMT_ETWAS_MIT,S5,00:06:18.600,00:06:43.600,00:06:23.600,00:06:28.600,messbarer Zustand,SHOT17,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT17_MESSBARER_ZUSTAND.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.84+MX_HARMONIC_LAB,Original · NHLBI/PD
A104,EP06_TAKE_017_UND_TROTZDEM_KOMMT_ETWAS_MIT,S5,00:06:18.600,00:06:43.600,00:06:28.600,00:06:33.600,Messkurve,ORIG_PSG_TRACE,ORIGINAL_ASSET,IMAGE_GENERATION_KIT/02_ASSETS/EP06_Polysomnography_trace.png,READY,CONTAIN_STATIC_NO_CROP,EEG_TICK_SUBTLE,MX_LOW_0.84+MX_HARMONIC_LAB,YELLOW · Attribution/SA prüfen; keine Takeuchi-Kurve behaupten
A105,EP06_TAKE_017_UND_TROTZDEM_KOMMT_ETWAS_MIT,S5,00:06:18.600,00:06:43.600,00:06:33.600,00:06:38.600,Muskelhemmung / Messkontext,SHOT18,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT18_MUSKELHEMMUNG_MESSKONTEXT.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,EEG_TICK_SUBTLE,MX_LOW_0.84+MX_HARMONIC_LAB,Original · CC0
A106,EP06_TAKE_017_UND_TROTZDEM_KOMMT_ETWAS_MIT,S5,00:06:18.600,00:06:43.600,00:06:38.600,00:06:43.600,Präsenz psychologisch offen,SHOT19,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT19_PRASENZ_PSYCHOLOGISCH_OFFEN.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,MUSIC_QUESTION_LOW,MX_LOW_0.84+MX_HARMONIC_LAB,
A107,EP06_TAKE_018_HEUTE_NACHT,S6,00:06:43.850,00:07:10.650,00:06:43.850,00:06:49.210,du wachst auf,IMG022,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG022_VIEWER_BEDROOM_TWO_STEPS.png,READY,STATIC_HOLD,BEDROOM_ROOMTONE,MX_LOW_0.88+MX_NOISE_ROOM,
A108,EP06_TAKE_018_HEUTE_NACHT,S6,00:06:43.850,00:07:10.650,00:06:49.210,00:06:54.570,zwei Schritte,IMG002,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG002_FOOTSTEPS_APPROACH.png,READY,GENTLE_PUSH_MAX_1.025_EASED,FOOTSTEPS_DISTANT_2,MX_LOW_0.88+MX_NOISE_ROOM,
A109,EP06_TAKE_018_HEUTE_NACHT,S6,00:06:43.850,00:07:10.650,00:06:54.570,00:06:59.930,Geräusch neben dem Bett,IMG026,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG026_SOUND_BECOMES_STEP.png,READY,STATIC_HOLD,FLOOR_CREAK_SINGLE,MX_LOW_0.88+MX_NOISE_ROOM,
A110,EP06_TAKE_018_HEUTE_NACHT,S6,00:06:43.850,00:07:10.650,00:06:59.930,00:07:05.290,dunkle Form im Augenwinkel,IMG024,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG024_EYE_CORNER_FORM.png,READY,STATIC_HOLD,CURTAIN_RUSTLE_SOFT,MX_LOW_0.88+MX_NOISE_ROOM,
A111,EP06_TAKE_018_HEUTE_NACHT,S6,00:06:43.850,00:07:10.650,00:07:05.290,00:07:10.650,Fehler oder Besucher,SHOT06,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/SHOT06_CTA_EMPTY_ROOM.png,READY,STATIC_HOLD,ROOMTONE_DROP,MX_LOW_0.88+MX_NOISE_ROOM,
A112,EP06_TAKE_019_KOERPER_ODER_BESUCHER,S6,00:07:10.900,00:07:31.400,00:07:10.900,00:07:15.000,KÖRPER / BESUCHER,CARD006,CARD,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD006_CTA_KOERPER_BESUCHER.png,READY,STATIC_NO_ZOOM_NO_PAN,NONE,MX_LOW_0.88+MX_NOISE_ROOM,"mindestens 4,5 s statisch"
A113,EP06_TAKE_019_KOERPER_ODER_BESUCHER,S6,00:07:10.900,00:07:31.400,00:07:15.000,00:07:19.100,körperlicher Rahmen,SHOT20,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT20_KORPERLICHER_RAHMEN.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,LOW_BODY_TONE,MX_LOW_0.88+MX_NOISE_ROOM,Original · PD
A114,EP06_TAKE_019_KOERPER_ODER_BESUCHER,S6,00:07:10.900,00:07:31.400,00:07:19.100,00:07:23.200,Erlebnis bleibt real,SHOT07,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/SHOT07_EMPTY_CORNER_AFTER_PRESENCE.png,READY,STATIC_HOLD,MUSIC_HARMONIC_OPEN,MX_LOW_0.88+MX_NOISE_ROOM,
A115,EP06_TAKE_019_KOERPER_ODER_BESUCHER,S6,00:07:10.900,00:07:31.400,00:07:23.200,00:07:27.300,subjektive Wirklichkeit / messbarer Rahmen,SHOT21,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT21_SUBJEKTIVE_WIRKLICHKEIT_MESSBARER_RAHMEN.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,LOW_AIR_TEXTURE,MX_LOW_0.88+MX_NOISE_ROOM,Original · PD
A116,EP06_TAKE_019_KOERPER_ODER_BESUCHER,S6,00:07:10.900,00:07:31.400,00:07:27.300,00:07:31.400,Übergang Mechanik/Erlebnis,IMG037,PLANNED_GENERATED_STILL,PLANNED/IMG037_CULTURE_EXPERIENCE_FORK.png,MISSING_TO_CREATE_OR_LICENSE,GENTLE_PUSH_MAX_1.025_EASED,MUSIC_TRANSITION_TICK,MX_LOW_0.88+MX_NOISE_ROOM,
A117,EP06_TAKE_020_DIE_OFFENE_AUFGABE,S6,00:07:31.650,00:07:54.450,00:07:31.650,00:07:36.210,offene Aufgabe,CARD012,PLANNED_CARD,PLANNED/CARD012_REALNESS_AND_CAUSE.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_NO_ZOOM_NO_PAN,NONE,MX_LOW_0.88+MX_NOISE_ROOM,
A118,EP06_TAKE_020_DIE_OFFENE_AUFGABE,S6,00:07:31.650,00:07:54.450,00:07:36.210,00:07:40.770,Wehrlosigkeit / Alarm,SHOT22,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT22_WEHRLOSIGKEIT_ALARM.png,MISSING_TO_CREATE_OR_LICENSE,GENTLE_PUSH_MAX_1.025_EASED,MUSIC_PULSE_SOFT,MX_LOW_0.88+MX_NOISE_ROOM,
A119,EP06_TAKE_020_DIE_OFFENE_AUFGABE,S6,00:07:31.650,00:07:54.450,00:07:40.770,00:07:45.330,absichtsvoll erlebt,SHOT23,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT23_ABSICHTSVOLL_ERLEBT.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,ROOMTONE_WIDE,MX_LOW_0.88+MX_NOISE_ROOM,
A120,EP06_TAKE_020_DIE_OFFENE_AUFGABE,S6,00:07:31.650,00:07:54.450,00:07:45.330,00:07:49.890,Form entsteht,CLIP009,PLANNED_TRANSFORM_CLIP,PLANNED/CLIP009_REALNESS_CAUSE_SPLIT.mp4,MISSING_TO_CREATE_OR_LICENSE,NATIVE_MOTION_NO_RETIME_NO_EXTRA_CAMERA,FABRIC_AIR_SOFT,MX_LOW_0.88+MX_NOISE_ROOM,Erlebnis und Erklärung trennen sich sichtbar
A121,EP06_TAKE_020_DIE_OFFENE_AUFGABE,S6,00:07:31.650,00:07:54.450,00:07:49.890,00:07:54.450,Verursacher vor Bild,IMG043,PLANNED_GENERATED_STILL,PLANNED/IMG043_PRESENCE_BEFORE_IMAGE.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,LOW_AIR_TEXTURE,MX_LOW_0.88+MX_NOISE_ROOM,
A122,EP06_TAKE_021_ALARM_OHNE_URSACHE,S7,00:07:54.700,00:08:19.700,00:07:54.700,00:07:59.700,Alarmsystem,SHOT24,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT24_ALARMSYSTEM.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,LOW_BODY_TONE,MX_LOW_1.00+MX_HARMONIC_PRESENCE,"Anatomiekontext, keine monokausale Behauptung"
A123,EP06_TAKE_021_ALARM_OHNE_URSACHE,S7,00:07:54.700,00:08:19.700,00:07:59.700,00:08:04.700,Ursache fehlt,SHOT25,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT25_URSACHE_FEHLT.png,MISSING_TO_CREATE_OR_LICENSE,GENTLE_PUSH_MAX_1.025_EASED,LOW_NEURAL_TICK,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
A124,EP06_TAKE_021_ALARM_OHNE_URSACHE,S7,00:07:54.700,00:08:19.700,00:08:04.700,00:08:09.700,Körper meldet Widerspruch,SHOT26,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT26_KORPER_MELDET_WIDERSPRUCH.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,BREATH_BODY_LOW,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
