cue_id,take_id,section,plan_start,plan_end,timing_method,take_anchor,voice_anchor,asset_id,asset_type,asset_path,source_master,asset_status,movement_rule,overlay_rule,sfx_key,edit_note
V033,EP07_TAKE_006,S2,02:21.00,02:25.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Viele Ursprünge,körperliches Rohmaterial,IMG026_SHARED_MECHANIC_RELIEF,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG026_SHARED_MECHANIC_RELIEF.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,PAPER_GEOGRAPHY,Hard cut within act; 0.35 s dissolve only at act boundary
V034,EP07_TAKE_006,S2,02:25.33,02:29.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Viele Ursprünge,historische Tiefe,SRC_EP07_Queen_of_the_Night_Burney_Relief_full_object,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Queen_of_the_Night_Burney_Relief_full_object.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Queen_of_the_Night_Burney_Relief.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,PAPER_GEOGRAPHY,Hard cut within act; 0.35 s dissolve only at act boundary
V035,EP07_TAKE_006,S2,02:29.67,02:34.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Viele Ursprünge,Relief als getrenntes Museumsobjekt,IMG008_BURNEY_RELIEF_SOURCE_ROOM,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG008_BURNEY_RELIEF_SOURCE_ROOM.png,,READY,LOCKED_STATIC_SOURCE_COMPOSITE,Kein Zusatztext,PAPER_GEOGRAPHY,Hard cut within act; 0.35 s dissolve only at act boundary
V036,EP07_TAKE_007,S3,02:34.00,02:38.10,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Mahr, Incubus, Kanashibari",viele Namen,SHOT02_MANY_NAMES_PAPER_LAYERS,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\SHOT02_MANY_NAMES_PAPER_LAYERS.png,,READY,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Kein Zusatztext,CULTURAL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V037,EP07_TAKE_007,S3,02:38.10,02:42.20,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Mahr, Incubus, Kanashibari",Mahr und Incubus,SRC_EP07_Jinn_from_Ali_manuscript_full_manuscript,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Jinn_from_Ali_manuscript_full_manuscript.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Jinn_from_Ali_manuscript.png,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,CULTURAL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V038,EP07_TAKE_007,S3,02:42.20,02:46.30,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Mahr, Incubus, Kanashibari",japanischer Bildraum,SRC_EP07_Kunisada_The_Ghost_full_print,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Kunisada_The_Ghost_full_print.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Kunisada_The_Ghost.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,CULTURAL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V039,EP07_TAKE_007,S3,02:46.30,02:50.40,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Mahr, Incubus, Kanashibari",anderes japanisches Motiv,SRC_EP07_Yoshitoshi_Shoki_full_print,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Yoshitoshi_Shoki_full_print.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Yoshitoshi_Shoki.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,CULTURAL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V040,EP07_TAKE_007,S3,02:50.40,02:54.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Mahr, Incubus, Kanashibari",Gebundensein,IMG027_KANASHIBARI_THRESHOLD,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG027_KANASHIBARI_THRESHOLD.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,CULTURAL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V041,EP07_TAKE_007,S3,02:54.50,02:60.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Mahr, Incubus, Kanashibari",Namen im Überblick,CARD001_VIELE_NAMEN,CARD,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\CARDS\CARD001_VIELE_NAMEN.png,,READY,LOCKED_STATIC_NO_ZOOM_NO_PAN_NO_DRIFT,Keine zusätzliche Typografie,CULTURAL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V042,EP07_TAKE_008,S3,03:00.00,03:04.17,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Jinn, China, Old Hag",Jinn als Deutung,SRC_EP07_Jinn_from_Ali_manuscript_figure_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Jinn_from_Ali_manuscript_figure_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Jinn_from_Ali_manuscript.png,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,CULTURAL_ROOM,Hard cut within act; 0.35 s dissolve only at act boundary
V043,EP07_TAKE_008,S3,03:04.17,03:08.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Jinn, China, Old Hag",älterer Bildanker,SRC_EP07_Queen_of_the_Night_Burney_Relief_face_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Queen_of_the_Night_Burney_Relief_face_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Queen_of_the_Night_Burney_Relief.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,CULTURAL_ROOM,Hard cut within act; 0.35 s dissolve only at act boundary
V044,EP07_TAKE_008,S3,03:08.33,03:12.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Jinn, China, Old Hag",Neufundland,IMG028_NEWFOUNDLAND_ORAL_HISTORY,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG028_NEWFOUNDLAND_ORAL_HISTORY.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,CULTURAL_ROOM,Hard cut within act; 0.35 s dissolve only at act boundary
V045,EP07_TAKE_008,S3,03:12.50,03:16.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Jinn, China, Old Hag",Neufundland als Ort,ORIG_ORIG_NEWFOUNDLAND_MAP_PD_full_map,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_NEWFOUNDLAND_MAP_PD_full_map.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_NEWFOUNDLAND_MAP_PD.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,CULTURAL_ROOM,Hard cut within act; 0.35 s dissolve only at act boundary
V046,EP07_TAKE_008,S3,03:16.67,03:20.83,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Jinn, China, Old Hag",chinesische Überlieferung,ORIG_ORIG_CHINESE_GHOST_PRESSURE_SOURCE_PD_source_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_CHINESE_GHOST_PRESSURE_SOURCE_PD_source_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_CHINESE_GHOST_PRESSURE_SOURCE_PD.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,CULTURAL_ROOM,Hard cut within act; 0.35 s dissolve only at act boundary
V047,EP07_TAKE_008,S3,03:20.83,03:25.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Jinn, China, Old Hag",keine einfache Familie,IMG007_MARA_INCUBUS_KANASHIBARI_BASE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG007_MARA_INCUBUS_KANASHIBARI_BASE.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,CULTURAL_ROOM,Hard cut within act; 0.35 s dissolve only at act boundary
V048,EP07_TAKE_009,S3,03:25.00,03:29.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Körper vor Mythos,Zustand zuerst,IMG012_EXPERIENCE_BEFORE_STORY,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG012_EXPERIENCE_BEFORE_STORY.png,,READY,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Kein Zusatztext,THRESHOLD_TONE,Hard cut within act; 0.35 s dissolve only at act boundary
V049,EP07_TAKE_009,S3,03:29.00,03:33.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Körper vor Mythos,Worte entstehen,IMG013_BODY_TO_STORY_FLOW_BASE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG013_BODY_TO_STORY_FLOW_BASE.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,THRESHOLD_TONE,Hard cut within act; 0.35 s dissolve only at act boundary
V050,EP07_TAKE_009,S3,03:33.00,03:37.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Körper vor Mythos,kulturelle Form bildet sich,CLIP001_CULTURAL_MASKS,TRANSFORM_CLIP,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\CLIP001_CULTURAL_MASKS.mp4,,READY,NATIVE_MOTION_NO_ADDITIONAL_CAMERA,Kulturelle Visualisierung,THRESHOLD_TONE,Hard cut within act; 0.35 s dissolve only at act boundary
V051,EP07_TAKE_009,S3,03:37.00,03:41.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Körper vor Mythos,Erlebnis vor Bekanntschaft,IMG032_UNNAMED_FIRST_EPISODE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG032_UNNAMED_FIRST_EPISODE.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,THRESHOLD_TONE,Hard cut within act; 0.35 s dissolve only at act boundary
V052,EP07_TAKE_009,S3,03:41.00,03:45.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Körper vor Mythos,ein Name wartet bereits,IMG051_NAME_WAITING_IN_SHADOW,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG051_NAME_WAITING_IN_SHADOW.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,THRESHOLD_TONE,Hard cut within act; 0.35 s dissolve only at act boundary
V053,EP07_TAKE_009,S3,03:45.00,03:49.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Körper vor Mythos,älteres Schwellenmotiv,SRC_EP07_Queen_of_the_Night_Burney_Relief_talons_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Queen_of_the_Night_Burney_Relief_talons_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Queen_of_the_Night_Burney_Relief.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,THRESHOLD_TONE,Hard cut within act; 0.35 s dissolve only at act boundary
V054,EP07_TAKE_010,S4,03:49.00,03:54.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Historische Deutungswelt,historische Deutungswelt,SRC_EP07_Malleus_Maleficarum_1928_Wellcome_p1_title_and_metadata,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Malleus_Maleficarum_1928_Wellcome_p1_title_and_metadata.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Malleus_Maleficarum_1928_Wellcome.pdf,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,CHURCH_DISTANCE,Hard cut within act; 0.35 s dissolve only at act boundary
V055,EP07_TAKE_010,S4,03:54.00,03:59.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Historische Deutungswelt,Dämonologie und Hexerei,SRC_EP07_Malleus_1494_Bull_Innocent_VIII_Wellcome_full_page,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Malleus_1494_Bull_Innocent_VIII_Wellcome_full_page.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Malleus_1494_Bull_Innocent_VIII_Wellcome.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,CHURCH_DISTANCE,Hard cut within act; 0.35 s dissolve only at act boundary
V056,EP07_TAKE_010,S4,03:59.00,04:04.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Historische Deutungswelt,frühneuzeitlicher Raum,IMG009_MEDIEVAL_BEDROOM_EXPLANATION,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG009_MEDIEVAL_BEDROOM_EXPLANATION.png,,READY,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Rekonstruktion,CHURCH_DISTANCE,Hard cut within act; 0.35 s dissolve only at act boundary
V057,EP07_TAKE_010,S4,04:04.00,04:09.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Historische Deutungswelt,Anschuldigung im Bild,SRC_EP07_Examination_of_a_Witch_Matteson_1853_full_painting_later_depiction,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Examination_of_a_Witch_Matteson_1853_full_painting_later_depiction.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Examination_of_a_Witch_Matteson_1853.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,CHURCH_DISTANCE,Hard cut within act; 0.35 s dissolve only at act boundary
V058,EP07_TAKE_010,S4,04:09.00,04:14.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Historische Deutungswelt,Erklärungen der Umgebung,IMG029_HOUSEHOLD_EXPLANATION_CHOICES,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG029_HOUSEHOLD_EXPLANATION_CHOICES.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,CHURCH_DISTANCE,Hard cut within act; 0.35 s dissolve only at act boundary
V059,EP07_TAKE_011,S4,04:14.00,04:18.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Gegenmaßnahmen,alltägliche Gegenmaßnahmen,IMG010_RITUAL_RESPONSE_TABLE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG010_RITUAL_RESPONSE_TABLE.png,,READY,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Kein Zusatztext,OBJECT_FOLEY,Hard cut within act; 0.35 s dissolve only at act boundary
V060,EP07_TAKE_011,S4,04:18.33,04:22.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Gegenmaßnahmen,gedruckte Dämonologie,SRC_EP07_Malleus_Maleficarum_1928_Wellcome_editor_selected_relevant_passage,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Malleus_Maleficarum_1928_Wellcome_editor_selected_relevant_passage.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Malleus_Maleficarum_1928_Wellcome.pdf,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,OBJECT_FOLEY,Hard cut within act; 0.35 s dissolve only at act boundary
V061,EP07_TAKE_011,S4,04:22.67,04:27.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Gegenmaßnahmen,Gerichtsordnung,SRC_EP07_Trial_George_Jacobs_Salem_LOC_full_later_depiction,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Trial_George_Jacobs_Salem_LOC_full_later_depiction.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Trial_George_Jacobs_Salem_LOC.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,OBJECT_FOLEY,Hard cut within act; 0.35 s dissolve only at act boundary
V062,EP07_TAKE_011,S4,04:27.00,04:31.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Gegenmaßnahmen,Gemeinschaft,SRC_EP07_Witchcraft_at_Salem_Village_1876_full_later_depiction,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Witchcraft_at_Salem_Village_1876_full_later_depiction.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Witchcraft_at_Salem_Village_1876.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,OBJECT_FOLEY,Hard cut within act; 0.35 s dissolve only at act boundary
V063,EP07_TAKE_011,S4,04:31.33,04:35.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Gegenmaßnahmen,Handlung gegen das Wesen,IMG030_RITUAL_AS_PRACTICAL_RESPONSE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG030_RITUAL_AS_PRACTICAL_RESPONSE.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,OBJECT_FOLEY,Hard cut within act; 0.35 s dissolve only at act boundary
V064,EP07_TAKE_011,S4,04:35.67,04:40.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Gegenmaßnahmen,Ritual bringt Erleichterung,SHOT01_SALEM_EMPTY_BED,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\SHOT01_SALEM_EMPTY_BED.png,,READY,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Kein Zusatztext,OBJECT_FOLEY,Hard cut within act; 0.35 s dissolve only at act boundary
V065,EP07_TAKE_012,S4,04:40.00,04:44.30,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Private Nacht wird öffentlich,persönlich wird öffentlich,IMG003_PRIVATE_NIGHT_TO_COURT,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG003_PRIVATE_NIGHT_TO_COURT.png,,READY,LOCKED_STATIC_SOURCE_COMPOSITE,Kein Zusatztext,COURT_TRANSITION,Hard cut within act; 0.35 s dissolve only at act boundary
V066,EP07_TAKE_012,S4,04:44.30,04:48.60,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Private Nacht wird öffentlich,Publikum sammelt sich,IMG050_PRIVATE_TO_PUBLIC_NETWORK,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG050_PRIVATE_TO_PUBLIC_NETWORK.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,COURT_TRANSITION,Hard cut within act; 0.35 s dissolve only at act boundary
