asset_id,relative_path,bytes,sha256,status,provider_or_source,rights_status,visible_mode_badge,series_usage
GW-EN-0113,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC13_DISTORTION.png,976943,04319ec5a917f09c0656533c78d5039e6e966dc2e66d8d9484cf66e7001f4fa4,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0114,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC14_CONCLUSION.png,929370,7f2c61b63bbc77488c27f0cf66b8cd5729dab6e131fb6139b66ea68918f34333,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0115,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC15_RECOMMENDATION_H.png,867834,4042059edc8148356cc766cf7b804fe60fb6c44e5723a3455a184eac43840cad,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0116,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC16_RECOMMENDATIONS_JK.png,617868,d5c9b7c1e16a83291a44db84e010ad0ce908ce0a3308fd0264fef67e70c0145a,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0117,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC17_BIBLIOGRAPHY.png,444894,642ff61749da37863f85491eb1860cca979de1d6ce7e2a23a1a55fc8ebaade67,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0118,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC18_MONROE_PATENT.png,406801,0f640f15c6807b2337534d3a3424f5581aeb634df4877cd6d639a5b8926825b1,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0119,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC19_NTSB_FLIGHT191.png,366518,0e54d4d0dd02722bb12ece8de442e0f326adb0049f1650c23a66bb31125baa81,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0120,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC20_TASKING.png,634165,51d25fc710bfce15a9f80fb77ebeacc1b0d19436ff6edf534d5991cecc5b5de8,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0121,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC21_HYPNOSIS.png,601464,e99fdd6dfec499c038fe5e79f513c0767c3a37c3bc583afed2e3961f96976a89,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0122,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC22_TRANSCENDENTAL_MEDITATION.png,714686,5357c6b7433f2104da60adb3043756d1e1fdf3e2d654a59ade6bca6007acbdcb,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0123,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC23_BIOFEEDBACK.png,703067,534427cf4f98ae50b11df47951f71bd68519fd7c3368a2095b545e33a7f6a1f0,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0124,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC24_GATEWAY_COMPARISON.png,797110,2ad90c74b324a76f45dcfc2c55499a15b2c19da9a8e5703f96e417902b5cb590,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0125,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC25_FFR_DETAIL.png,904715,b0f0037e5257504ff11363ffc58857ee81fdaba7771c32dbb441f6f3e785723c,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0126,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC26_ELECTROMAGNETIC_RESPONSE.png,799697,06a6a68ccd4a66617bc00c5ae5a0625b0a6c9dfa152315f81c24525aa7d0fd70,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0127,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC27_BENTOV_CITATION.png,615962,150560d98eba02f1731b05e84ab59a7c283f981490f08823879921a4934f0b0c,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0128,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC28_BODY_RHYTHM.png,493420,613bd2e602f4318dba2cf93ee16df218a936a00fadb7443c7561590e01661b45,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0129,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC29_UNIVERSAL_HOLOGRAM.png,759104,0e91b1a4ef06a7dfb6ea7991b38aaa8d4b558c38e84d55a0855894e0d31175e3,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0130,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC30_CONSCIOUSNESS_MATRIX.png,839390,e34f83c179cc7402964cace1a6895b976ced97bfd4b53594179e7bf8bad443e0,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0131,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC31_TIME_SPACE_DETAIL.png,626607,ea5fedd7c3ef257595ccebfb94c1e662fbf78e387767da182454ad5d162352c6,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0132,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC32_CLICKING_OUT.png,454438,8022e37b2ef2832f91eaffeab8004dd01f23359d38f51f403ff23d39fa64ab2e,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0133,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC33_OBE_DETAIL.png,523337,0606456881dd751baae1043f3f1f30acbd6f117f15c49281dd42718d831cafa8,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0134,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC34_FOCUS_DIFFICULTY.png,228538,af642d84d59d705efebf2181765dbd02aaffa4a335dc10a33c17bcba0a4a15c9,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0135,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC35_DIGIT_PROCEDURE.png,134885,bca3e6771194e5a821e58418de9cf669d37d63c64aad2cfd78cdab9f7d9dafef,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0136,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC36_DIGIT_FAILURE.png,130087,b62939c848150adcfff226b21769555d45d2a890b838e74386672cdf84368dfc,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0137,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC37_DISTORTION_DETAIL.png,325212,b97366ed64ca0f152e6986533cd9576b27bab3fb60676d159ee74175b01170cc,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0138,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC38_MULTIFOCUS_DETAIL.png,620312,9a2ef863e41d3fbb9f48f513793815393e1deb96fb6dc79212deca915b9a7b4a,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0139,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC39_NONCORPOREAL_DETAIL.png,422633,5e67220f222ee52c79a488cfcb2a00bc7b040ac2f836876153657c2f13e77798,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0140,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC40_HOLOGRAPHIC_DEFENCE.png,260278,1f67cbb661fd074952c615f75a639d70694d21d4946387e74d07e0caf74a081f,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0141,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC41_RECOMMENDATION_INTRO.png,631839,28877c816022b8ad2e4a880861b4aa5e05242815383a335fdc1d0cf61270730c,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0142,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC42_STUDY_LIMIT.png,819965,d4f06dd924f00d9dc1b6dff0d72c1fe56c66f86ed1423d5182fb2ca3bd926545,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0143,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC43_RECIPIENT.png,421293,bf9ebf59534d6e2fa46978c939017e9e632c02f57109cd8b48ba21dc2f5eebd1,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0144,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC44_DATE.png,78755,1794622cde0044b38b0c7e5dc10a1b639516ace576dd323d80bd7375d25d9631,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0145,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC45_FOCUS15_RECAP.png,768437,e477d63bd6655a6b3c5c4146044c24dc7490a2b4e7274430ab6f9ebe44426093,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0146,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC46_DIGIT_RECAP.png,158096,911b7fb768ba7f27b4fc1da0fd11152528f4477f613baaac4f8392e66f8a5e53,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0147,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC47_ARMY_HEADER_RECAP.png,190454,96c75ae5268d6e36e503693b3b392179d22274c64f8bf123da6c43f2e02f5bc2,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0148,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC48_CONCLUSION_RECAP.png,581644,af108c68bc9cde1d545c27bae59cfc7434d18263c14cf1787a00a4c805402df0,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0149,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC49_ROLL_OUT_DETAIL.png,93829,ff8e649b093e1608199a7b53ae692e47652ff65ad6c0b83cc6b57fa7db90a4be,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0150,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC50_RISE_DETAIL.png,317606,d8f973d8852e34592ea6a13dbb5ae06a6c0576fb42ea8affb65230883dc31fc8,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0151,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC51_OPENING_DETAIL.png,712273,d1b7c83eec50bcdc1f10b6ecf3abcc3d847d93f7c51cec15bdb694b34954413a,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0152,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC52_NESTED_SYSTEMS.png,623010,155c982f1ecfd0b1695749b6820150e0625ec030693ff2771448d972f9d60f8a,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0153,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC53_NONCORPOREAL_RECAP.png,527666,b61456731027a79df8e0cf6df584c65726221277c7a9ebd489b152aa9833f90b,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0154,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC54_SUBJECT_RECAP.png,344291,7a7d6812567ab9f29d08147ce357c224995b9c01deff6d5552ce280e092a957b,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0155,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC55_AUTHOR_RECAP.png,558029,20006ceac9d1f61f6adaa9e4ff1696270561b825a213f6f870c9b5f15f4381aa,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0156,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC56_FOCUS_RECAP_ALT.png,674928,f9755aadec96fd2c529615dd231e03bc18595228314401a232bdec931e309e56,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0157,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC57_MATCHING_DIGITS.png,762882,850908dcde7e1758fff5dcc5c31f8d7a602faa170344f8cd5883c7400e05c14d,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0158,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC58_BENTOV_REAPPEARS.png,706065,c4165966de1867e7473b9d2385242bfc460db0e31be29ddadc0a3c2decde6da8,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0159,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC59_FFR_MODERN_BOUNDARY.png,606119,a896c11fc0700cd3845515470e25aebaff4bf8dfe642f69d0702e6a3c95fe8d2,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0160,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC60_FIELD_INFORMATION_DETAIL.png,227054,813a7e84116a08f38a8b77105e6de0e4f08ec7ff8645f295646bc6dfc8de05f0,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0161,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC61_NONCORPOREAL_CONTEXT.png,269151,ce0a7fbeab309d7be4f0c84a7aaebbda9fdec4d4fc510d32f8208f0c00a29397,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0162,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC62_DEFENCE_CONTEXT.png,182325,a0ff83ffb83014a55748c751e0fdd2eaa265c6fbb9ab6d474b8429067b716765,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0163,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC63_MATCHING_DIGITS_CONTEXT.png,224189,f53d40d3a60e443cfc073eaaf1ccab726f87ee12b791b23e0ab62e3fad6ff297,accepted,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0164,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC64_MONROE_INVENTOR.png,324303,82a15bf38435e39515fee8f96fa1a97073cc9a4279122fe4163ee710145c6d73,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0165,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC65_BENTOV_INVENTOR.png,260933,ba9979968f01d1385f2d5cd83f69635ef8d951587b426ae2c07f46b779c6ccad,timeline_selected,source crop,inherits original document status,NO,EP02_ONLY
GW-EN-0166,03_VISUALS/GENERATED/INNER/GW_EN_INNER01_MONROE_EXIT_NATIVE.png,1754523,26a1e327eab36fca37654b80113ca20434e9509510428af59a2fedab8323a593,accepted,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0167,03_VISUALS/GENERATED/INNER/GW_EN_INNER02_ACOUSTICS_COSMOLOGY_NATIVE.png,1901606,73cdf62ca71548232cc0dad63ccbd1be95df3bff0d017cff0171866a94bf4e55,accepted,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0168,03_VISUALS/GENERATED/INNER/GW_EN_INNER03_FOCUS_WHEEL_NATIVE.png,2095576,d0630a3c57c702558184e29219052b9bbf4857549438d67a01645d855427fea0,accepted,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0169,03_VISUALS/GENERATED/INNER/GW_EN_INNER04_NONPHYSICAL_PRESENCE_NATIVE.png,2049644,f67e176e7b4aecced7337c0aea4649c10084d304bbe7df89601f809f2417f0be,accepted,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0170,03_VISUALS/GENERATED/INNER/GW_EN_INNER05_BODY_RESONANCE_NATIVE.png,2349473,38ad4783bb3f49b2f13ab9d63ab8a24496a67df92eb91f3048e9fef1a61b16f0,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0171,03_VISUALS/GENERATED/INNER/GW_EN_INNER06_COHERENT_FIELD_NATIVE.png,2041348,770fc70623941f5095630d807227b31b3b1018f34109dd68bac0d92f6cf83283,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0172,03_VISUALS/GENERATED/INNER/GW_EN_INNER07_FOCUS12_EXPANSION_NATIVE.png,1610703,fea5c7a2688108f1b983aa8668bc7f47dca9d4323c6e692d93e1288f35d45b3c,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0173,03_VISUALS/GENERATED/INNER/GW_EN_INNER08_FOCUS21_THRESHOLD_NATIVE.png,1555291,461d52d707a05926951815caf5b2c37432f0704a4f9a78ac98bcfe451fe625f8,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0174,03_VISUALS/GENERATED/INNER/GW_EN_INNER09_RISE_UPWARD_NATIVE.png,1702110,fa199eb943db3c3f188db09518e2d887502017e835bd361c8ce9992c9ebae82b,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0175,03_VISUALS/GENERATED/INNER/GW_EN_INNER10_DISTORTION_BLEND_NATIVE.png,1816485,129fc081a80a3d3d5926b72961c3dab08fd7c8772316609be5a0891b79014d82,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0176,03_VISUALS/GENERATED/INNER/GW_EN_INNER11_DEFENSIVE_PERIMETER_NATIVE.png,1825720,c0617f95067daec1fe5a45178307d7e87122718ce1d11758a3753ac5a607fbc7,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0177,03_VISUALS/GENERATED/INNER/GW_EN_INNER12_STATE_NOT_INFORMATION_NATIVE.png,1482315,96cac93a8e74d8dbd5566ed44710078183a7a49b2e84fee75db37a3e249faa72,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0178,03_VISUALS/GENERATED/INNER/GW_EN_INNER13_UNANSWERED_ANOMALY_NATIVE.png,1853674,79e96f081b6a85acee44ffe8f2f3e0511a98d475199b6afb42842fd47c28e5ab,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0179,03_VISUALS/GENERATED/INNER/GW_EN_INNER14_RECOMMENDATION_H_TRIAL_NATIVE.png,1765171,41814a0988419275692286f57e9d274fcf5d2f49c058292b32dbb5ef4201aef3,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0180,03_VISUALS/GENERATED/INNER/GW_EN_INNER15_NONPHYSICAL_PRESENCE_NATIVE.png,1643862,c307f910562cd349f2686b19cd408d96e41fb98d02562931c8184f52f430c6c0,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0181,03_VISUALS/GENERATED/INNER/GW_EN_INNER16_BODY_TURN_DIFFICULTY_NATIVE.png,1305863,24b40a20a6ac964acbcc1df0d4625940a2c443588e22c31cfc82bc1e8f9e01cd,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0182,03_VISUALS/GENERATED/INNER/GW_EN_INNER17_INFORMATION_FIELD_NATIVE.png,2133322,cea6910967a24f67a643cf912bd3e55693a5d65bd29e922223083344878633aa,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0183,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC06_MONROE_RADIO_STUDIO_PREVIEW.json,1870,345bb169d81e65874eac4c0e7fba07fb8834e7a35609b4715a68081f61ba97c6,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0184,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC06_MONROE_RADIO_STUDIO_PREVIEW.png,1241407,fa55e9434153b328420901d35f6e63e609ffe84c57488fdc0143d69be5b89443,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0185,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC07_MONROE_LAB_BUILDER_PREVIEW.json,1849,611819832de56842787fe17410e04b143a0998779b9614850c5ce1c98945fedb,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0186,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC07_MONROE_LAB_BUILDER_PREVIEW.png,1366510,cd3378a76c279f7914cadc93aced383909fd74dea89efcf36c3b9e3f8ec40e50,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0187,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC08_GATEWAY_TRAINING_SESSION_PREVIEW.json,1840,ae5e12077640279109d2593eb0f1f08d1f468319aef9f78daf1a0c93e317e705,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0188,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC08_GATEWAY_TRAINING_SESSION_PREVIEW.png,1465572,55cb8411e11b7de05e8c9615f728b2ece763841d954cf6b192c40586c0753a78,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0189,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC09_BENTOV_CATHETER_BENCH_PREVIEW.json,1835,6ddd4d64b82663c1922b12ce90866b643b5b8dd4084046c9279fb1dd63249aa6,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0190,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC09_BENTOV_CATHETER_BENCH_PREVIEW.png,1379924,62f05039bdf21ef8dbc91f766dcd2bb41d222209243700a178f9e5a560a7a86c,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0191,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC10_BODY_OSCILLATION_TEST_PREVIEW.json,1854,58dc1debb8c5a10015f34c2e4ff67561c02e409923f0bb1e73d4af4354d11baf,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0192,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC10_BODY_OSCILLATION_TEST_PREVIEW.png,1226398,4b50889e21492bf0341c9370b5861f4dbf3d5397e6acbb8f4869d379c097795a,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0193,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC12_RIGHT_EAR_HEADPHONE_MACRO_PREVIEW.json,1788,3e225fb38a39dc412d30c84e1ef3b840127947b97da047e215a134718f2b42d3,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0194,03_VISUALS/GENERATED/PREVIEWS/GW_EN_FILMIC12_RIGHT_EAR_HEADPHONE_MACRO_PREVIEW.png,1444959,d72ad8cd02aa5b23fb5cf93f9d325bd72ddd585d8e445151a7efc520af97903e,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0195,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL01_MCDONNELL_REPORT_PREVIEW.json,1966,580327c155bec392bc4e3a2da898965ed22825a15286043d2d235ab0ccc47ff3,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0196,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL01_MCDONNELL_REPORT_PREVIEW.png,1405123,c0c4cc6ee85f49393f90721c0637b650f0244af0d0bd60e5a3e4e3f20b3e5338,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0197,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL01_MCDONNELL_REPORT_V2_PREVIEW.json,1988,7187e2c89548feeb358906beac305fa8e0bff73be14089d54e61a85e5c460be4,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0198,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL01_MCDONNELL_REPORT_V2_PREVIEW.png,1418764,caabbe4a60409bd14c4988e9ff1b2e34b0c946b8984296060c284a10fbf33040,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0199,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL02_BENTOV_OSCILLATOR_OBJECT_V4_PREVIEW.json,2033,8d32064f01607e902f2ea957c1fd36e779d706b231158b7ef5d0ced190b540cc,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0200,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL02_BENTOV_OSCILLATOR_OBJECT_V4_PREVIEW.png,1215364,4a710a3104ce6b20ee34d394159ae0214c19ea9488fe392acb59247d3ace439d,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0201,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL02_BENTOV_WORKBENCH_PREVIEW.json,1836,65ff882fabd90ab8a65a1f61baaabc4ff52929987e23096dd99e191f8beaea71,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0202,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL02_BENTOV_WORKBENCH_PREVIEW.png,1303357,0f1de31030afdb7c81e5a9e11945c147c04a6783fe384295ee23a9392fa22b49,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0203,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL02_BENTOV_WORKBENCH_V2_PREVIEW.json,1943,b91ead776dcb406aadd68b085de46e4f73c2332f7b432eaad72e0d892250d084,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0204,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL02_BENTOV_WORKBENCH_V2_PREVIEW.png,1505845,0d8cc8d8f67dcae6d43bdd856c0680bd67424830669e7b61992ba48904b62078,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0205,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL02_BENTOV_WORKBENCH_V3_PREVIEW.json,2042,8b98792c9bdb21e81cc1810c8236fc32205c7de3a2e1d3a52b84917a831ccc44,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0206,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL02_BENTOV_WORKBENCH_V3_PREVIEW.png,1399953,f02f6a6e69f89fa88706c5037f827bff2eae4ac9d0b3fa13461e99b7723af95a,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0207,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL03_TEN_DIGIT_PARTICIPANT_PREVIEW.json,1856,a0ed2b8dc503c50d5c2eb89d2d9fc5263d39b1b272d1166f2b4adfb04bb7b1a0,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0208,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL03_TEN_DIGIT_PARTICIPANT_PREVIEW.png,1367987,3d9bb005eab0f5496d0c3bba307654e574046402df940be0495945f54d094ad8,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0209,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL03_TEN_DIGIT_PARTICIPANT_V2_PREVIEW.json,1966,5342fe168e0d367c8b2bca2768a2b8318124a789b1a31da5813b159ca91b5949,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0210,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL03_TEN_DIGIT_PARTICIPANT_V2_PREVIEW.png,1406039,9816cfc13a1e463eb8f1ccbeefa15d5a3a283cdef334657d9757977c17423288,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0211,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL04_REPORTS_SIDE_BY_SIDE_PREVIEW.json,1855,03a8eb8552e55bedd92c767b6dfd21b93bd953073405cab73dfebf3ce71247ee,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0212,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL04_REPORTS_SIDE_BY_SIDE_PREVIEW.png,1576057,ca370d20a4bd1cfabc363bee2f85473d4e7e19d6041ca4076f9fe4ab46d95c3a,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0213,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL04_REPORTS_SIDE_BY_SIDE_V2_PREVIEW.json,1932,91f2b26f03245e453d1dad38f42c4907606871eaa4c281bee4f30bf29ff7f109,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0214,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL04_REPORTS_SIDE_BY_SIDE_V2_PREVIEW.png,1309389,63328802f163aac61d1c7842400ba91b0262b7656c88913a9915bdaa5d1b2275,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
