edit_shot_id,asset,path,sha256,phash,series_usage
GW-SHOT-096,GW_EN_INNER11_DEFENSIVE_PERIMETER_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER11_DEFENSIVE_PERIMETER_NATIVE.png,c0617f95067daec1fe5a45178307d7e87122718ce1d11758a3753ac5a607fbc7,42d87426c9c89e3f,EP02_ONLY
GW-SHOT-097,GW_EN_CARD_RECOMMENDATION_JK.png,03_VISUALS/CARDS/GW_EN_CARD_RECOMMENDATION_JK.png,20034783cd57bf03c0c2986f621b80fd1cc2c2138445a1ad6b7e885e7ad887e1,466b3994c66b3934,EP02_ONLY
GW-SHOT-098,GW_EN_DOC16_RECOMMENDATIONS_JK.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC16_RECOMMENDATIONS_JK.png,d5c9b7c1e16a83291a44db84e010ad0ce908ce0a3308fd0264fef67e70c0145a,154e3ed06a1d6b2a,EP02_ONLY
GW-SHOT-099,GW_EN_DOC59_FFR_MODERN_BOUNDARY.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC59_FFR_MODERN_BOUNDARY.png,a896c11fc0700cd3845515470e25aebaff4bf8dfe642f69d0702e6a3c95fe8d2,11726e896f8c6e8c,EP02_ONLY
GW-SHOT-100,GW_EN_FILMIC22_MODERN_EEG_LAB_NATIVE.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC22_MODERN_EEG_LAB_NATIVE.png,0f82f6e2435828e8b1b6b259000a7255676668c75fd424c262a6d0e6a035d346,1bd3462b644c6dcc,EP02_ONLY
GW-SHOT-101,GW_EN_CARD_EVIDENCE_MIXED.png,03_VISUALS/CARDS/GW_EN_CARD_EVIDENCE_MIXED.png,0df86a620ef1f36ebc068c13383540f296fcc1c2ccee6cecdba491edbd7d1eaf,473138cec7b4384b,EP02_ONLY
GW-SHOT-102,GW_EN_CARD_EEG_MIXED.png,03_VISUALS/CARDS/GW_EN_CARD_EEG_MIXED.png,38c01d40f8442b0d3dbb42c67bcbe8d1b777eac0b9120ea2ffc2a555889b3cee,1893276c9b936c6c,EP02_ONLY
GW-SHOT-103,GW_EN_INNER12_STATE_NOT_INFORMATION_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER12_STATE_NOT_INFORMATION_NATIVE.png,96cac93a8e74d8dbd5566ed44710078183a7a49b2e84fee75db37a3e249faa72,77801cfe00e7ef01,EP02_ONLY
GW-SHOT-104,GW_EN_CARD_HIDDEN_DIGITS_GAP.png,03_VISUALS/CARDS/GW_EN_CARD_HIDDEN_DIGITS_GAP.png,9ca0b181100e8b54e2bc979b65b5adba37835008712667df99176d1da2ea3a88,13b16c4e92b13d6c,EP02_ONLY
GW-SHOT-105,GW_EN_FILMIC23_NO_DATASET_EMPTY_LAB_NATIVE.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC23_NO_DATASET_EMPTY_LAB_NATIVE.png,dc8a9aff32df3e868f1b174c3fd22f01e4591dc2593c2839b8b7c204d0eb3331,40e06d3e7e5d3454,EP02_ONLY
GW-SHOT-106,GW_EN_DOC54_SUBJECT_RECAP.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC54_SUBJECT_RECAP.png,7a7d6812567ab9f29d08147ce357c224995b9c01deff6d5552ce280e092a957b,109e2e683b216fc7,EP02_ONLY
GW-SHOT-107,GW_EN_DOC55_AUTHOR_RECAP.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC55_AUTHOR_RECAP.png,20006ceac9d1f61f6adaa9e4ff1696270561b825a213f6f870c9b5f15f4381aa,04316fc63b0e6e39,EP02_ONLY
GW-SHOT-108,GW_EN_DOC56_FOCUS_RECAP_ALT.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC56_FOCUS_RECAP_ALT.png,f9755aadec96fd2c529615dd231e03bc18595228314401a232bdec931e309e56,15d06ac26a3f6a3c,EP02_ONLY
GW-SHOT-109,GW_EN_DOC46_DIGIT_RECAP.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC46_DIGIT_RECAP.png,911b7fb768ba7f27b4fc1da0fd11152528f4477f613baaac4f8392e66f8a5e53,40783ec76b383ac3,EP02_ONLY
GW-SHOT-110,GW_EN_DOC53_NONCORPOREAL_RECAP.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC53_NONCORPOREAL_RECAP.png,b61456731027a79df8e0cf6df584c65726221277c7a9ebd489b152aa9833f90b,106a6a943e933f6a,EP02_ONLY
GW-SHOT-111,GW_EN_CARD_PROOF_BOUNDARY.png,03_VISUALS/CARDS/GW_EN_CARD_PROOF_BOUNDARY.png,b9fba13eb9c71b52f8db1cd0a1f3ed389d012ef52d88c161e116ff0420c3572e,06b1794e86b13b4e,EP02_ONLY
GW-SHOT-112,GW_EN_CARD_ARMY_NOT_CIA_RECAP.png,03_VISUALS/CARDS/GW_EN_CARD_ARMY_NOT_CIA_RECAP.png,0ccd93e4c5b341735d9ddc730da77a6d7d93de1f43725e89bf8a17f5c4ad9baf,44313bcec6306d4f,EP02_ONLY
GW-SHOT-113,GW_EN_DOC47_ARMY_HEADER_RECAP.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC47_ARMY_HEADER_RECAP.png,96c75ae5268d6e36e503693b3b392179d22274c64f8bf123da6c43f2e02f5bc2,14306ec76bc93b38,EP02_ONLY
GW-SHOT-114,GW_EN_CLIP12_THREE_INPUTS_PROGRESS.mp4,03_VISUALS/CLIPS/GW_EN_CLIP12_THREE_INPUTS_PROGRESS.mp4,7ffcb570b197ea89bf8c5baf7a7bd594d819dd42c9be66af994360d981d02a2e,0923767c8e88fc2b,EP02_ONLY
GW-SHOT-115,GW_EN_CARD_H_PROTOCOL_RECAP.png,03_VISUALS/CARDS/GW_EN_CARD_H_PROTOCOL_RECAP.png,d3c2cc364ccaf73d6da03a17b3eaca5458fe1ced92202f9265f2e972c25e7838,4e3971c69919c669,EP02_ONLY
GW-SHOT-116,GW_EN_CARD_OVERREACH.png,03_VISUALS/CARDS/GW_EN_CARD_OVERREACH.png,c51bd28920d26818666c66c786b01b6d9105f8146a2aa4a6bc4f02a14609d400,4f23308ccef3313c,EP02_ONLY
GW-SHOT-117,GW_EN_FILMIC25_COLD_WAR_DESPERATION_NATIVE.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC25_COLD_WAR_DESPERATION_NATIVE.png,ab50d896a5dd7dddbfba288de51dcd35c83604ede2a245daeca23a77ad6ea95d,41bc76001cc37c7f,EP02_ONLY
GW-SHOT-118,GW_EN_INNER13_UNANSWERED_ANOMALY_NATIVE.png,03_VISUALS/GENERATED/INNER/GW_EN_INNER13_UNANSWERED_ANOMALY_NATIVE.png,79e96f081b6a85acee44ffe8f2f3e0511a98d475199b6afb42842fd47c28e5ab,5cfc67030fdec0c0,EP02_ONLY
GW-SHOT-119,GW_EN_DOC48_CONCLUSION_RECAP.png,03_VISUALS/DOCUMENT_CROPS/GW_EN_DOC48_CONCLUSION_RECAP.png,af108c68bc9cde1d545c27bae59cfc7434d18263c14cf1787a00a4c805402df0,106c2f926e696b96,EP02_ONLY
GW-SHOT-120,GW_EN_CLIP10_ZERO_ONE_HANDOFF.mp4,03_VISUALS/CLIPS/GW_EN_CLIP10_ZERO_ONE_HANDOFF.mp4,1248b37b6e1ca4d11a32e8bbba3e3df489a2e4a40e86b556f6b0a21f411bb002,58f2274837b54837,EP02_ONLY
GW-SHOT-121,GW_EN_CARD_14M.png,03_VISUALS/CARDS/GW_EN_CARD_14M.png,7462883171130b12f89351d90577533be55a214788427bd99693a77e3b0a221c,19d3666c98937964,EP02_ONLY
GW-SHOT-122,GW_EN_FILMIC27_ANONYMOUS_OPERATOR_NATIVE.png,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC27_ANONYMOUS_OPERATOR_NATIVE.png,6c15b01c19cf1270cec4543302d651548eecf4acf3cdb163f786d6c757881327,78f8e1a3679341a1,EP02_ONLY
