cue_id,scene,scene_title,est_start,est_end,voice_anchor_start,voice_anchor_end,voice_excerpt,visual_type,visual_concept,reference_assets,generation_id,edit_hold_rule,highlight_rule,sync_rule,editor_asset
EP01_V_048,5,Was müsste hier eigentlich passieren?,05:15,05:22,"Nimmt man die Idee der Beteiligten ernst,","der Beteiligten ernst, ohne sie schon zu","Nimmt man die Idee der Beteiligten ernst, ohne sie schon zu",VECTOR_DIAGRAM,three-stage evidence diagram: human state change -> exclusion of suggestion/isolation -> verifiable information beyond normal senses,K03,,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,02_RESERVE/IMG86.png
EP01_V_049,5,Was müsste hier eigentlich passieren?,05:22,05:28,"akzeptieren, müsste die Spirale ungefähr drei Dinge",ungefähr drei Dinge leisten. Erstens Sie müsste,"akzeptieren, müsste die Spirale ungefähr drei Dinge leisten. Erstens: Sie müsste",AI_RECON,"adult participant in a plain acoustically quiet metal chamber, neutral expression, no mystical effects",K03,,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,02_RESERVE/IMG76.png
EP01_V_050,5,Was müsste hier eigentlich passieren?,05:28,05:35,den Zustand des Menschen im Inneren messbar,Menschen im Inneren messbar verändern. Zweitens Diese,den Zustand des Menschen im Inneren messbar verändern. Zweitens: Diese,HOLD_PREVIOUS,continue the neutral anonymous-participant chamber shot from V049; no named scientist likeness,K03,IMG42,Extend the prior shot with a slow push-in.,Avoid conflating Kozyrev with later experiments.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_051,5,Was müsste hier eigentlich passieren?,05:35,05:42,"Veränderung müsste mehr sein als Erwartung, Isolation,","als Erwartung, Isolation, ungewöhnliche Akustik, Suggestion oder","Veränderung müsste mehr sein als Erwartung, Isolation, ungewöhnliche Akustik, Suggestion oder",AI_RECON,anonymous researcher outside chamber recording time-stamped observations while participant remains isolated,K03,IMG37,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_052,5,Was müsste hier eigentlich passieren?,05:42,05:48,"die schlichte Tatsache, dass man in einer",man in einer seltsamen Metallkammer sitzt. Und,"die schlichte Tatsache, dass man in einer seltsamen Metallkammer sitzt. Und",VECTOR_DIAGRAM,clean split diagram EXPERIENCE versus INFORMATION with distinct evidence status lines,K03,IMG48,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_053,5,Was müsste hier eigentlich passieren?,05:48,05:55,drittens das ist der entscheidende Sprung müsste,ist der entscheidende Sprung müsste daraus tatsächlich,drittens — das ist der entscheidende Sprung — müsste daraus tatsächlich,VECTOR_DIAGRAM,three-stage evidence diagram: human state change -> exclusion of suggestion/isolation -> verifiable information beyond normal senses,K03,IMG50,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_054,5,Was müsste hier eigentlich passieren?,05:55,06:02,"Information entstehen, die der Mensch auf normalem",Mensch auf normalem Sinnesweg nicht haben kann.,"Information entstehen, die der Mensch auf normalem Sinnesweg nicht haben kann.",AI_RECON,"adult participant in a plain acoustically quiet metal chamber, neutral expression, no mystical effects",K03,IMG40,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_055,5,Was müsste hier eigentlich passieren?,06:02,06:08,Genau an dieser dritten Stufe entscheidet sich,Stufe entscheidet sich die ganze Geschichte. Denn,Genau an dieser dritten Stufe entscheidet sich die ganze Geschichte. Denn,ABSTRACT_METAPHOR,conceptual contrast between subjective experience and externally verifiable target information,K03,IMG38,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_056,5,Was müsste hier eigentlich passieren?,06:08,06:15,eine ungewöhnliche Erfahrung ist leicht real. Menschen,"leicht real. Menschen können sich in Dunkelheit,","eine ungewöhnliche Erfahrung ist leicht real. Menschen können sich in Dunkelheit,",AI_RECON,anonymous researcher outside chamber recording time-stamped observations while participant remains isolated,K03,IMG40,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_057,5,Was müsste hier eigentlich passieren?,06:15,06:22,"Stille, Meditation oder sensorisch monotonen Räumen sehr",sensorisch monotonen Räumen sehr ungewöhnlich fühlen. Aber,"Stille, Meditation oder sensorisch monotonen Räumen sehr ungewöhnlich fühlen. Aber",VECTOR_DIAGRAM,clean split diagram EXPERIENCE versus INFORMATION with distinct evidence status lines,K03,IMG24,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_058,5,Was müsste hier eigentlich passieren?,06:22,06:28,Ich hatte ein starkes Erlebnis ist etwas,Erlebnis ist etwas anderes als Ich erhielt,„Ich hatte ein starkes Erlebnis“ ist etwas anderes als „Ich erhielt,VECTOR_DIAGRAM,three-stage evidence diagram: human state change -> exclusion of suggestion/isolation -> verifiable information beyond normal senses,K03,IMG41,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_059,5,Was müsste hier eigentlich passieren?,06:28,06:35,überprüfbare Information aus einer anderen Zeit oder,anderen Zeit oder von einem entfernten Ort“.,überprüfbare Information aus einer anderen Zeit oder von einem entfernten Ort“.,AI_RECON,"adult participant in a plain acoustically quiet metal chamber, neutral expression, no mystical effects",K03,IMG43,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_060,6,"Das Experiment, das wir gern hätten",06:35,06:42,An diesem Punkt bekommt die Geschichte ein,die Geschichte ein Problem und genau dadurch,An diesem Punkt bekommt die Geschichte ein Problem — und genau dadurch,VECTOR_DIAGRAM,"double-blind test protocol diagram with computer random target, isolated participant, independent scoring, replication lab",K03,IMG47,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_061,6,"Das Experiment, das wir gern hätten",06:42,06:49,wird sie interessanter. Wenn die Spiegel wirklich,"wirklich Fern- oder Zeitinformation zugänglich machen, wäre","wird sie interessanter. Wenn die Spiegel wirklich Fern- oder Zeitinformation zugänglich machen, wäre",AI_RECON,"modern neutral test room reconstructed for a hypothetical rigorous experiment, researcher separated from participant",K03,IMG54,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_062,6,"Das Experiment, das wir gern hätten",06:49,06:56,der Test überraschend einfach zu formulieren. Ein,formulieren. Ein Computer wählt nach dem Beginn,der Test überraschend einfach zu formulieren. Ein Computer wählt nach dem Beginn,AI_RECON,"sealed envelope and randomized target image workflow on a laboratory desk, no readable fake text",K03,IMG58,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_063,6,"Das Experiment, das wir gern hätten",06:56,07:03,der Sitzung zufällig ein Zielbild. Niemand im,im Raum kennt es. Der Proband beschreibt,der Sitzung zufällig ein Zielbild. Niemand im Raum kennt es. Der Proband beschreibt,VECTOR_DIAGRAM,"pre-registration and replication chain represented as clean procedural nodes, no logos",K03,IMG57,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_064,6,"Das Experiment, das wir gern hätten",07:03,07:10,"oder zeichnet, was er wahrnimmt. Bewertung und",Bewertung und Reihenfolge werden vorab festgelegt. Danach,"oder zeichnet, was er wahrnimmt. Bewertung und Reihenfolge werden vorab festgelegt. Danach",AI_RECON,"two independent anonymous laboratories repeating the same mirror test, matched composition left and right",K03,,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,06_IMAGEGEN_ADDITIONS/IMG93_INDEPENDENT_JUDGES.png
EP01_V_064A,6,"Das Experiment, das wir gern hätten",TBD,TBD,"Entscheidend ist dabei nicht, ob eine einzelne","Beschreibung beeindruckend klingt. Entscheidend ist, ob unabhängige","Entscheidend ist dabei nicht, ob eine einzelne Beschreibung beeindruckend klingt. Entscheidend ist, ob unabhängige",VECTOR_DIAGRAM,double-blind protocol overview with target pool and blinded independent judges,K03,,6-9 second visual beat; controlled push-in.,,Retimestamp to actual narration word timestamps.,06_IMAGEGEN_ADDITIONS/IMG93B_TARGET_POOL_DETAIL.png
EP01_V_064B,6,"Das Experiment, das wir gern hätten",TBD,TBD,Gutachter sie häufiger dem richtigen Ziel zuordnen,"als falschen Zielbildern. Ein Turm, Wasser, Metall","Gutachter sie häufiger dem richtigen Ziel zuordnen als falschen Zielbildern. Ein Turm, Wasser, Metall",AI_RECON,two anonymous independent judges comparing a drawing against multiple concealed target images,K03,,6-9 second visual beat; restrained lateral pan.,,Retimestamp to actual narration word timestamps.,06_IMAGEGEN_ADDITIONS/IMG93_INDEPENDENT_JUDGES.png
EP01_V_064C,6,"Das Experiment, das wir gern hätten",TBD,TBD,oder Dunkelheit können auf unzählige Motive passen.,mehrere plausible Alternativen und eine vorher festgelegte Auswertung.,oder Dunkelheit können auf unzählige Motive passen. Deshalb braucht jeder Versuch mehrere plausible Alternativen und eine vorher festgelegte Auswertung.,DOCUMENT_TEXT,controlled scoring desk with several plausible image alternatives and a locked evaluation protocol,K03,,6-9 second visual beat; make the comparison structure readable without adding fake text.,,Retimestamp to actual narration word timestamps.,06_IMAGEGEN_ADDITIONS/IMG93B_TARGET_POOL_DETAIL.png
EP01_V_064D,6,"Das Experiment, das wir gern hätten",TBD,TBD,"Stellen wir uns vor, das zufällig gewählte",Bild zeigt einen roten Leuchtturm im Eis.,"Stellen wir uns vor, das zufällig gewählte Bild zeigt einen roten Leuchtturm im Eis.",AI_RECON,"computer-selected target image represented as a red lighthouse surrounded by ice, presented as a hypothetical example",K03,,6-9 second visual beat; subtle push-in on the selected target.,,Retimestamp to actual narration word timestamps.,06_IMAGEGEN_ADDITIONS/IMG91_RED_LIGHTHOUSE_TARGET.png
EP01_V_064E,6,"Das Experiment, das wir gern hätten",TBD,TBD,"Der Proband zeichnet einen schmalen Turm, rotes",Licht und eine weiße Fläche. Das wäre auffällig.,"Der Proband zeichnet einen schmalen Turm, rotes Licht und eine weiße Fläche. Das wäre auffällig.",AI_RECON,anonymous participant drawing simple target features while isolated from the target selection,K03,,6-9 second visual beat; do not imply a historical documented hit.,,Retimestamp to actual narration word timestamps.,06_IMAGEGEN_ADDITIONS/IMG92_CANONICAL_BLINDED_DRAWING.png
EP01_V_064F,6,"Das Experiment, das wir gern hätten",TBD,TBD,Aber erst wenn dieselbe Methode mit neuen,Geschichte ein belastbarer Effekt zu werden.,"Aber erst wenn dieselbe Methode mit neuen Zielen, neuen Personen und in einem zweiten Labor erneut trifft, beginnt aus einer starken Geschichte ein belastbarer Effekt zu werden.",VECTOR_DIAGRAM,"independent replication chain across new targets, new participants and a second laboratory",K03,IMG55,8-11 second visual beat; travel left to right across the replication chain.,,Retimestamp to actual narration word timestamps.,
EP01_V_064G,6,"Das Experiment, das wir gern hätten",TBD,TBD,Und genau deshalb ist dieser Test so mächtig:,"Die Apparatur selbst muss zeigen, ob sie etwas kann.","Und genau deshalb ist dieser Test so mächtig: Er verlangt nicht, dass wir Kozyrevs Zeitmodell vorher glauben. Die Apparatur selbst muss zeigen, ob sie etwas kann.",AI_RECON,neutral modern test room with the apparatus isolated as the object under test,K03,IMG47,8-11 second visual beat; slow approach toward the apparatus.,,Retimestamp to actual narration word timestamps.,
EP01_V_065,6,"Das Experiment, das wir gern hätten",07:10,07:17,Eine Apparatur mit so großem Anspruch braucht,"nicht unbedingt eine fertige Theorie darüber, wie","Eine Apparatur mit so großem Anspruch braucht nicht unbedingt eine fertige Theorie darüber, wie",VECTOR_DIAGRAM,"double-blind test protocol diagram with computer random target, isolated participant, independent scoring, replication lab",K03,IMG56,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_066,6,"Das Experiment, das wir gern hätten",07:17,07:23,"nicht unbedingt eine fertige Theorie darüber, wie","darüber, wie sie funktioniert. Sie braucht zuerst","nicht unbedingt eine fertige Theorie darüber, wie sie funktioniert. Sie braucht zuerst",AI_RECON,"modern neutral test room reconstructed for a hypothetical rigorous experiment, researcher separated from participant",K03,IMG45,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_067,6,"Das Experiment, das wir gern hätten",07:23,07:30,"einen Effekt, der außerhalb des eigenen Forschungsumfelds","Forschungsumfelds zuverlässig wieder auftaucht. In den Quellen,","einen Effekt, der außerhalb des eigenen Forschungsumfelds zuverlässig wieder auftaucht. In den Quellen,",AI_RECON,"sealed envelope and randomized target image workflow on a laboratory desk, no readable fake text",K03,IMG53,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_068,6,"Das Experiment, das wir gern hätten",07:30,07:37,"die wir für diese Produktion geprüft haben,","geprüft haben, finden sich reale Patente und","die wir für diese Produktion geprüft haben, finden sich reale Patente und",VECTOR_DIAGRAM,"pre-registration and replication chain represented as clean procedural nodes, no logos",K03,,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,05_ORIGINAL_COMPOSITES/ORIG17_PATENT_PAGE2_FULL_WIDE.png
EP01_V_069,6,"Das Experiment, das wir gern hätten",07:37,07:44,Veröffentlichungen der beteiligten Forscher über ihre eigenen,"eigenen Experimente. Was wir bislang nicht finden,","Veröffentlichungen der beteiligten Forscher über ihre eigenen Experimente. Was wir bislang nicht finden,",AI_RECON,"two independent anonymous laboratories repeating the same mirror test, matched composition left and right",K03,,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,03_EDITOR_CARDS/CARD06_PUBLICATION_SOURCE.png
EP01_V_070,6,"Das Experiment, das wir gern hätten",07:44,07:51,"ist eine unabhängige Replikationskette, die die außergewöhnliche",die außergewöhnliche Fern- oder Zeitinformation überzeugend bestätigt.,"ist eine unabhängige Replikationskette, die die außergewöhnliche Fern- oder Zeitinformation überzeugend bestätigt.",VECTOR_DIAGRAM,"double-blind test protocol diagram with computer random target, isolated participant, independent scoring, replication lab",K03,IMG55,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_071,6,"Das Experiment, das wir gern hätten",07:51,07:58,Damit ist die Geschichte nicht erledigt. Im,Geschichte nicht erledigt. Im Gegenteil Sie bekommt einen klaren offenen Punkt.,Damit ist die Geschichte nicht erledigt. Im Gegenteil: Sie bekommt einen klaren offenen Punkt.,AI_RECON,"modern neutral test room reconstructed for a hypothetical rigorous experiment, researcher separated from participant",K03,IMG69,5-8 second visual beat; subtle camera move in edit is allowed.,End on the open target question rather than a debunking verdict.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_072,6,"Das Experiment, das wir gern hätten",07:58,08:05,Der nächste überzeugende Schritt wäre eine unabhängige,Wiederholung bei der weder Versuchsperson noch Team das Ziel kennen.,Der nächste überzeugende Schritt wäre eine unabhängige Wiederholung bei der weder Versuchsperson noch Team das Ziel kennen.,AI_RECON,"sealed randomized target workflow in a controlled laboratory, participant and team blinded to the target, no readable fake text",K03,IMG45,5-8 second visual beat; subtle camera move in edit is allowed.,Keep this visually procedural and forward-looking.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_073,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",08:05,08:12,"Und hier liegt noch eine Falle, in","liegt noch eine Falle, in die Mystery-Geschichten","Und hier liegt noch eine Falle, in die Mystery-Geschichten",EDITOR_RECONSTRUCTION,editor-created patent metadata card with publication number inventors filing and publication dates,K04; K03; K02,,Hold the metadata card continuously and reveal only the field currently named by the narration.,Use verified metadata from K04; no patent scan and no invented legal seals.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,03_EDITOR_CARDS/CARD01_PATENT_EVIDENCE.png
EP01_V_074,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",08:12,08:18,ständig laufen. Ein Patent wirkt wie ein,amtlicher Stempel unter einer Theorie.,ständig laufen. Ein Patent wirkt wie ein amtlicher Stempel unter einer Theorie.,EDITOR_RECONSTRUCTION,exact patent-title card contrasting TIME MACHINE with the verified patent title,K04; K03; K02,,Hold the exact title hierarchy; subtle push-in permitted.,No fake patent seal or invented document text.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,05_ORIGINAL_COMPOSITES/ORIG10_PATENT_PAGE1_FULL_WIDE.png
EP01_V_075,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",08:18,08:25,Doch es ist vor allem ein technisches,Dokument Es hält fest was gebaut und beansprucht wurde,Doch es ist vor allem ein technisches Dokument: Es hält fest was gebaut und beansprucht wurde,AI_RECON,"anonymous patent examiner desk atmosphere with engineering drawings and metal prototype parts, no official seals or logos",K04; K03; K02,IMG60,5-8 second visual beat; subtle camera move in edit is allowed.,Treat any paper markings as atmosphere only; keep them unreadable.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_076,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",08:25,08:31,"nicht, ob der außergewöhnliche Effekt zuverlässig eintritt.",eintritt. Es dokumentiert dass eine konkrete Erfindung,"nicht, ob der außergewöhnliche Effekt zuverlässig eintritt. Es dokumentiert dass eine konkrete Erfindung",EDITOR_RECONSTRUCTION,exact card separating documented construction from the patent's assumed mechanism,K04; K03; K02,,Move from the documented panel to the assumed-mechanism panel.,Use only exact English editor text; no generated labels.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,03_EDITOR_CARDS/CARD05_PATENT_CLAIM.png
EP01_V_077,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",08:31,08:38,beansprucht und beschrieben wurde. Es zeigt uns,"beschrieben wurde. Es zeigt uns, wer die Konstruktion",beansprucht und beschrieben wurde. Es zeigt uns wer die Konstruktion,ORIGINAL_PHOTO,modern physical Kozyrev-mirror photo as reality anchor with subtle pan/crop,K04; K03; K02,,Slow Ken Burns motion permitted; caption date/source accurately where needed.,Use K03 only; do not substitute a synthetic named-person portrait.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,05_ORIGINAL_COMPOSITES/ORIG06_PATENT_DRAWING_FULL_WIDE.png
EP01_V_078,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",08:38,08:44,"wer die Konstruktion anmeldete, wie sie aufgebaut","Konstruktion anmeldete, wie sie aufgebaut sein sollte","wer die Konstruktion anmeldete, wie sie aufgebaut sein sollte",EDITOR_RECONSTRUCTION,editor-created split card showing verified inventors versus reconstructed construction,K04; K03; K02,,Keep inventors and construction on separate visual layers to distinguish metadata from claimed function.,Use only verified names dates and geometry; no patent scan and no efficacy seal.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,05_ORIGINAL_COMPOSITES/ORIG11_PATENT_HEADER_WIDE.png
EP01_V_079,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",08:44,08:51,und welche Wirkung die Erfinder ihr zuschrieben.,welche Wirkung die Erfinder ihr zuschrieben. Das,und welche Wirkung die Erfinder ihr zuschrieben. Das,EDITOR_RECONSTRUCTION,exact card separating documented construction from the patent's assumed mechanism,K04; K03; K02,,Hold on the assumed-mechanism side of the exact card.,No generated patent paperwork or seals.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,05_ORIGINAL_COMPOSITES/ORIG12_PATENT_FIGURE1_WIDE.png
EP01_V_080,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",08:51,08:57,macht das Patent für unsere Geschichte extrem,das Patent für unsere Geschichte extrem wertvoll,macht das Patent für unsere Geschichte extrem wertvoll —,EDITOR_RECONSTRUCTION,verified patent metadata card showing why the document is valuable as evidence,K04; K03; K02,,Emphasize filing date inventors and publication number in sequence.,No generated paperwork or invented microtext.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,05_ORIGINAL_COMPOSITES/ORIG16_COMMONS_PATENT_APPARATUS_WIDE.png
EP01_V_081,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",08:57,09:04,nur aus einem anderen Grund. Die Zeitfrage,einem anderen Grund. Die Zeitfrage beantwortet es nicht.,nur aus einem anderen Grund. Die Zeitfrage beantwortet es nicht.,EDITOR_RECONSTRUCTION,exact card separating documented construction from the patent's assumed mechanism,K04; K03; K02,,Return to the boundary statement at the bottom of the card.,Keep the tone open and precise; no verdict stamp.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,03_EDITOR_CARDS/CARD02_PATENT_TITLE.png
EP01_V_082,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",09:04,09:10,Es beweist dass Menschen eine solche Konstruktion,Menschen eine solche Konstruktion so ernst nahmen,Es beweist dass Menschen eine solche Konstruktion so ernst nahmen,ORIGINAL_PHOTO,modern physical Kozyrev-mirror photo as reality anchor with subtle pan/crop,K04; K03; K02,,Slow Ken Burns motion permitted; caption date/source accurately where needed.,Use K03 only; no synthetic named-person portrait.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,05_ORIGINAL_COMPOSITES/ORIG15_COMMONS_PARTICIPANT_INSIDE_WIDE.png
EP01_V_083,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",09:10,09:17,dass sie Material Maße Fokuspunkte Drehrichtung,Maße Fokuspunkte Drehrichtung und Anwendung in ein technisches Schutzrecht,dass sie Material Maße Fokuspunkte Drehrichtung und Anwendung in ein technisches Schutzrecht,EDITOR_RECONSTRUCTION,editor-created synthesis of material dimensions focus and rotation entering a technical rights record,K04; K03; K02,,Build the synthesis from verified terms and reconstructed diagrams; end on the publication number.,Do not use a patent scan or imply that patent grant equals efficacy confirmation.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,03_EDITOR_CARDS/CARD04_CONFIGURATIONS.png
EP01_V_084,7,"Das Patent ist nicht der Beweis, den es zu sein scheint",09:17,09:23,übersetzten. Das Unsichtbare bekam plötzlich Schrauben.,Das Unsichtbare bekam plötzlich Schrauben.,übersetzten. Das Unsichtbare bekam plötzlich Schrauben.,EDITOR_RECONSTRUCTION,verified construction sequence: dimensions then configurations then the physical apparatus,K04; K03; K02,IMG66,Finish on the physical aluminum geometry rather than a document seal.,Use only exact editor cards and approved apparatus imagery.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_086,8,Was bleibt,09:30,09:37,"Also Was bleibt übrig, wenn man die",wenn man die Geschichte auseinanderzieht? Belegt ist,"Also: Was bleibt übrig, wenn man die Geschichte auseinanderzieht? Belegt ist",EDITOR_RECONSTRUCTION,exact final status card introducing documented reported and open,K03; K01,,Begin with the heading then reveal DOCUMENTED.,English text only; avoid inferred categories not stated in narration.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,03_EDITOR_CARDS/CARD07_FINAL_STATUS.png
EP01_V_087,8,Was bleibt,09:37,09:44,"eine reale, patentierte Aluminiumkonstruktion von Kaznacheev und","von Kaznacheev und Trofimov gebogene, polierte Platten,","eine reale, patentierte Aluminiumkonstruktion von Kaznacheev und Trofimov: gebogene, polierte Platten,",ORIGINAL_PHOTO,historical mirror photo held as final physical anchor,K03; K01,,Slow Ken Burns motion permitted; caption date/source accurately where needed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,05_ORIGINAL_COMPOSITES/ORIG15_COMMONS_PARTICIPANT_INSIDE_WIDE.png
EP01_V_088,8,Was bleibt,09:44,09:50,"bis zu 2,80 Meter hoch, als Zylinder","hoch, als Zylinder oder Spirale montierbar. Belegt","bis zu 2,80 Meter hoch, als Zylinder oder Spirale montierbar. Belegt",AI_RECON,"empty reflective chamber after experiment, chair centered, quiet unresolved mood",K03; K01,IMG68,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_089,8,Was bleibt,09:50,09:57,"ist auch, dass ihre eigenen Texte den",eigenen Texte den Raum mit ungewöhnlichen Informations-,"ist auch, dass ihre eigenen Texte den Raum mit ungewöhnlichen Informations-",ABSTRACT_METAPHOR,"a thin dotted line disappearing before reaching a distant target, visual metaphor for unresolved evidence",K03; K01,IMG69,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_090,8,Was bleibt,09:57,10:04,und Wahrnehmungsideen verbanden. Behauptet sind die außergewöhnlichen,"sind die außergewöhnlichen Erfahrungen und Fern-Informationsphänomene, die","und Wahrnehmungsideen verbanden. Behauptet sind die außergewöhnlichen Erfahrungen und Fern-Informationsphänomene, die",EDITOR_RECONSTRUCTION,exact final status card: documented reported and open,K03; K01,IMG43,Reveal DOCUMENTED then REPORTED in sync with narration.,English text only; do not add extra inferred claims.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_091,8,Was bleibt,10:04,10:11,"diesem Kozyrev-Raum zugeschrieben wurden. Offen bleibt, ob","wurden. Offen bleibt, ob davon unter unabhängigen,","diesem „Kozyrev-Raum“ zugeschrieben wurden. Offen bleibt, ob davon unter unabhängigen,",HOLD_PREVIOUS,continue exact final status card and reveal OPEN,K03; K01,IMG44,Continue CARD07 and reveal OPEN in sync with the word Offen.,English text only; do not add claims.,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_092,8,Was bleibt,10:11,10:18,"kontrollierten Bedingungen etwas übrig bleibt, das normale","bleibt, das normale Wahrnehmungs- und Erwartungseffekte übersteigt.","kontrollierten Bedingungen etwas übrig bleibt, das normale Wahrnehmungs- und Erwartungseffekte übersteigt.",ORIGINAL_PHOTO,historical mirror photo held as final physical anchor,K03; K01,IMG52,Slow Ken Burns motion permitted; caption date/source accurately where needed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
EP01_V_093,8,Was bleibt,10:18,10:25,Und noch etwas ist sicher Nikolai Kozyrev,sicher Nikolai Kozyrev selbst hat diese patentierte,Und noch etwas ist sicher: Nikolai Kozyrev selbst hat diese patentierte,AI_RECON,"empty reflective chamber after experiment, chair centered, quiet unresolved mood",K03; K01,IMG05,5-8 second visual beat; subtle camera move in edit is allowed.,,Retimestamp to actual narration word timestamps; cut on the first word of start anchor and leave on the last word of end anchor.,
