episode,visual_order,timeline_block,kind,filename,resolution,prompt_source,references,qa_status,relative_path
EP07,15,S5-S6,MAIN,IMG013_BODY_TO_STORY_FLOW_BASE.png,2752x1536,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP07.png,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/IMG013_BODY_TO_STORY_FLOW_BASE.png
EP07,16,S5-S6,MAIN,IMG014_TWO_PEOPLE_SAME_BODY_DIFFERENT_MODEL.png,2752x1536,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP07.png,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/IMG014_TWO_PEOPLE_SAME_BODY_DIFFERENT_MODEL.png
EP07,17,S5-S6,MAIN,IMG015_EXPERIENCE_CULTURE_DECISION_BASE.png,2752x1536,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP07.png,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/IMG015_EXPERIENCE_CULTURE_DECISION_BASE.png
EP07,18,S5-S6,RESERVE,SHOT03_CASSETTE_NOTEBOOK_MACRO.png,2752x1536,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CINEMATIC_EP07.png,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/SHOT03_CASSETTE_NOTEBOOK_MACRO.png
EP07,19,S7-S8,MAIN,IMG016_EGYPT_DENMARK_MATCHED_BEDROOMS.png,2752x1536,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CONCEPTUAL_EP07.png,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/IMG016_EGYPT_DENMARK_MATCHED_BEDROOMS.png
EP07,20,S7-S8,MAIN,IMG017_FEAR_SLEEP_FEEDBACK_LOOP_BASE.png,2752x1536,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CONCEPTUAL_EP07.png,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/IMG017_FEAR_SLEEP_FEEDBACK_LOOP_BASE.png
EP07,21,S7-S8,MAIN,IMG018_STORY_BECOMES_BODY.png,2752x1536,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CONCEPTUAL_EP07.png,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/IMG018_STORY_BECOMES_BODY.png
EP07,22,S7-S8,MAIN,IMG019_SALEM_LOOP_RETURN.png,2752x1536,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_ARCHIVE_EP07.png; EP07_Richard_Coman_Testimony_v_Bridget_Bishop_1692.pdf; EP07_Bridget_Bishop_lithograph.jpg; EP07_Witchcraft_at_Salem_Village_1876.jpg,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/IMG019_SALEM_LOOP_RETURN.png
EP07,23,S7-S8,MAIN,IMG020_MEDIA_SPEED_HANDOFF.png,2752x1536,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CONCEPTUAL_EP07.png,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/IMG020_MEDIA_SPEED_HANDOFF.png
EP07,24,S7-S8,RESERVE,SHOT04_FUSELI_TO_SCREEN_TRANSITION.png,2752x1536,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_ARCHIVE_EP07.png; EP07_Fuseli_The_Nightmare_1781.jpg,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/SHOT04_FUSELI_TO_SCREEN_TRANSITION.png
EP07,V01,SEE_VEO_PLAN,VEO_CLIP,CLIP001_CULTURAL_MASKS.mp4,1920x1080,VEO_CLIP_PLAN.md,start frame documented in episode Veo plan,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/CLIP001_CULTURAL_MASKS.mp4
EP07,V02,SEE_VEO_PLAN,VEO_CLIP,CLIP002_NIGHTMARE_PRESSURE.mp4,1920x1080,VEO_CLIP_PLAN.md,start frame documented in episode Veo plan,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/CLIP002_NIGHTMARE_PRESSURE.mp4
EP07,V03,SEE_VEO_PLAN,VEO_CLIP,CLIP003_SALEM_PUBLIC_TRANSFORMATION.mp4,1920x1080,VEO_CLIP_PLAN.md,start frame documented in episode Veo plan,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/CLIP003_SALEM_PUBLIC_TRANSFORMATION.mp4
EP07,V04,SEE_VEO_PLAN,VEO_CLIP,CLIP004_FEEDBACK_ENTITY.mp4,1920x1080,VEO_CLIP_PLAN.md,start frame documented in episode Veo plan,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_Pro_2K_Series/CLIP004_FEEDBACK_ENTITY.mp4
EP07,C01,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD001_VIELE_NAMEN.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD001_VIELE_NAMEN.png
EP07,C02,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD002_PRIVATNACHT_GERICHT.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD002_PRIVATNACHT_GERICHT.png
EP07,C03,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD003_HUFFORD_INVERSION.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD003_HUFFORD_INVERSION.png
EP07,C04,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD004_AEGYPTEN_DAENEMARK.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD004_AEGYPTEN_DAENEMARK.png
EP07,C05,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD005_FEEDBACK_LOOP.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD005_FEEDBACK_LOOP.png
EP07,C06,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD006_CTA_ERFAHRUNG_KULTUR.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD006_CTA_ERFAHRUNG_KULTUR.png
EP07,C07,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD007_ENDCARD.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP07_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD007_ENDCARD.png
EP08,1,S1-S2,MAIN,IMG001_ART_BELL_RADIO_RECON.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,STYLE_MEDIA_EP08.png; EP08_Art_Bell_portrait_2000.webp,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG001_ART_BELL_RADIO_RECON.png
EP08,2,S1-S2,MAIN,IMG002_4500_MESSAGES_MATERIAL.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,STYLE_MEDIA_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG002_4500_MESSAGES_MATERIAL.png
EP08,3,S1-S2,MAIN,IMG003_SHADOW_DOORWAY_GENERIC.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG003_SHADOW_DOORWAY_GENERIC.png
EP08,4,S1-S2,MAIN,IMG004_SHADOW_PERIPHERAL_GLIMPSE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG004_SHADOW_PERIPHERAL_GLIMPSE.png
EP08,5,S1-S2,MAIN,IMG005_EARLY_WEB_FORUM_RECON.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,STYLE_MEDIA_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG005_EARLY_WEB_FORUM_RECON.png
EP08,6,S1-S2,MAIN,IMG006_SHADOW_DRAWINGS_SPREAD.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG006_SHADOW_DRAWINGS_SPREAD.png
EP08,7,S1-S2,MAIN,IMG007_NAME_STABILIZES_SHAPE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG007_NAME_STABILIZES_SHAPE.png
EP08,8,S1-S2,MAIN,IMG008_INTRUDER_OVERLAP_BASE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG008_INTRUDER_OVERLAP_BASE.png
EP08,9,S1-S2,RESERVE,SHOT01_RADIO_MICROPHONE_MACRO.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,STYLE_MEDIA_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/SHOT01_RADIO_MICROPHONE_MACRO.png
EP08,10,S1-S2,RESERVE,SHOT02_CRT_DARK_ROOM.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,STYLE_MEDIA_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/SHOT02_CRT_DARK_ROOM.png
EP08,11,S3-S4,MAIN,IMG009_ALIEN_BEDROOM_IMMOBILITY.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,STYLE_CINEMATIC_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG009_ALIEN_BEDROOM_IMMOBILITY.png
EP08,12,S3-S4,MAIN,IMG010_GREY_FORM_AMBIGUOUS.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG010_GREY_FORM_AMBIGUOUS.png
EP08,13,S3-S4,MAIN,IMG011_FLOATING_SENSATION_RECON.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG011_FLOATING_SENSATION_RECON.png
EP08,14,S3-S4,MAIN,IMG012_TOUCH_WITHOUT_AGENT.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG012_TOUCH_WITHOUT_AGENT.png
EP08,15,S3-S4,MAIN,IMG013_HARVARD_INTERVIEW_GENERIC.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,STYLE_CINEMATIC_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG013_HARVARD_INTERVIEW_GENERIC.png
EP08,16,S3-S4,MAIN,IMG014_MEMORY_RECONSTRUCTION_LAYERS.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG014_MEMORY_RECONSTRUCTION_LAYERS.png
EP08,17,S3-S4,MAIN,IMG015_SUGGESTIVE_INTERVIEW_BASE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG015_SUGGESTIVE_INTERVIEW_BASE.png
EP08,18,S3-S4,MAIN,IMG016_LIE_VS_SPACESHIP_FALSE_CHOICE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG016_LIE_VS_SPACESHIP_FALSE_CHOICE.png
EP08,19,S3-S4,RESERVE,SHOT03_BRIGHT_BLINDS.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,STYLE_CINEMATIC_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/SHOT03_BRIGHT_BLINDS.png
EP08,20,S3-S4,RESERVE,SHOT04_INTERVIEW_TAPE_MACRO.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,STYLE_CINEMATIC_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/SHOT04_INTERVIEW_TAPE_MACRO.png
EP08,21,S5-S6,MAIN,IMG017_HAT_MAN_FOOT_OF_BED.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG017_HAT_MAN_FOOT_OF_BED.png
EP08,22,S5-S6,MAIN,IMG018_HAT_BRIM_MINIMAL.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG018_HAT_BRIM_MINIMAL.png
EP08,23,S5-S6,MAIN,IMG019_HAT_MAN_AS_ROOM_GEOMETRY.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG019_HAT_MAN_AS_ROOM_GEOMETRY.png
EP08,24,S5-S6,MAIN,IMG020_HAT_MAN_REPORT_VARIATIONS.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG020_HAT_MAN_REPORT_VARIATIONS.png
EP08,25,S5-S6,MAIN,IMG021_MULTIPLE_CAUSES_SAME_SILHOUETTE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG021_MULTIPLE_CAUSES_SAME_SILHOUETTE.png
EP08,26,S5-S6,MAIN,IMG022_INTERNET_SUPPLIES_HAT.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG022_INTERNET_SUPPLIES_HAT.png
EP08,27,S5-S6,MAIN,IMG023_PATTERN_OR_MEME_BASE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG023_PATTERN_OR_MEME_BASE.png
EP08,28,S5-S6,MAIN,IMG024_SEARCH_AFTER_EXPERIENCE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_MEDIA_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG024_SEARCH_AFTER_EXPERIENCE.png
EP08,29,S5-S6,RESERVE,SHOT05_HAT_SHADOW_EMPTY_ROOM.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/SHOT05_HAT_SHADOW_EMPTY_ROOM.png
EP08,30,S5-S6,RESERVE,SHOT06_BLANK_SKETCH_PAGE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/SHOT06_BLANK_SKETCH_PAGE.png
EP08,31,S7-S8,MAIN,IMG025_DOCUMENTARY_SCREENING_RECON.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CINEMATIC_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG025_DOCUMENTARY_SCREENING_RECON.png
EP08,32,S7-S8,MAIN,IMG026_FORUM_TO_IMAGE_TO_EXPECTATION.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG026_FORUM_TO_IMAGE_TO_EXPECTATION.png
EP08,33,S7-S8,MAIN,IMG027_GLOBAL_VISUAL_MEMORY.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG027_GLOBAL_VISUAL_MEMORY.png
EP08,34,S7-S8,MAIN,IMG028_HOURS_NOT_GENERATIONS.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_MEDIA_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG028_HOURS_NOT_GENERATIONS.png
EP08,35,S7-S8,MAIN,IMG029_THREE_EPISODE_MOTIF_TABLE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG029_THREE_EPISODE_MOTIF_TABLE.png
EP08,36,S7-S8,MAIN,IMG030_BRAIN_EXPERIENCE_STORY_EXPECTATION_BASE.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG030_BRAIN_EXPERIENCE_STORY_EXPECTATION_BASE.png
EP08,37,S7-S8,MAIN,IMG031_HAT_MAN_DISSOLVES_INTO_PIXELS.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CONCEPTUAL_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG031_HAT_MAN_DISSOLVES_INTO_PIXELS.png
EP08,38,S7-S8,MAIN,IMG032_FINAL_EMPTY_BEDROOM_SCREEN_GLOW.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CINEMATIC_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/IMG032_FINAL_EMPTY_BEDROOM_SCREEN_GLOW.png
EP08,39,S7-S8,RESERVE,SHOT07_MULTIPLE_BLANK_FORUM_WINDOWS.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_MEDIA_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/SHOT07_MULTIPLE_BLANK_FORUM_WINDOWS.png
EP08,40,S7-S8,RESERVE,SHOT08_DAWN_MONITOR_OFF.png,2560x1440,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,STYLE_CINEMATIC_EP08.png,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/SHOT08_DAWN_MONITOR_OFF.png
EP08,V01,SEE_VEO_PLAN,VEO_CLIP,CLIP001_RADIO_NETWORK_ENTITY.mp4,1920x1080,VEO_CLIP_PLAN.md,start frame documented in episode Veo plan,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CLIP001_RADIO_NETWORK_ENTITY.mp4
EP08,V02,SEE_VEO_PLAN,VEO_CLIP,CLIP002_SHADOW_DETACHES.mp4,1920x1080,VEO_CLIP_PLAN.md,start frame documented in episode Veo plan,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CLIP002_SHADOW_DETACHES.mp4
EP08,V03,SEE_VEO_PLAN,VEO_CLIP,CLIP003_MEMORY_RECONSTRUCTION.mp4,1920x1080,VEO_CLIP_PLAN.md,start frame documented in episode Veo plan,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CLIP003_MEMORY_RECONSTRUCTION.mp4
EP08,V04,SEE_VEO_PLAN,VEO_CLIP,CLIP004_COLLECTIVE_IMAGE_LOOP.mp4,1920x1080,VEO_CLIP_PLAN.md,start frame documented in episode Veo plan,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CLIP004_COLLECTIVE_IMAGE_LOOP.mp4
EP08,C01,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD001_4500_NACHRICHTEN.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD001_4500_NACHRICHTEN.png
EP08,C02,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD002_INTRUDER_OVERLAP.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD002_INTRUDER_OVERLAP.png
EP08,C03,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD003_ABDUCTION_OVERLAP.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD003_ABDUCTION_OVERLAP.png
EP08,C04,SEE_CARD_MANIFEST,GRAPHICS_CARD,CARD004_MEMORY_RECONSTRUCTION.png,2560x1440,CARDS/CARDS_MANIFEST.csv,factual content locked in production summary,FINAL,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD004_MEMORY_RECONSTRUCTION.png
