cue_id,start_seconds,end_seconds,duration_seconds,voice_text,visual_mode_internal,primary_asset_id,visual_state_id,fallback_asset_id,asset_status,viewer_function,visual_action,motion_class,long_hold_reason,visible_mode_badge,allowed_context_line,selected_asset_id,selected_file_path,selection_status
KZ-CUE-048,164.600,165.980,1.380,It does not prove the effect.,EXPLANATORY_MODEL,KZ_SEQ_PATENT_CLAIMS_BOUNDARY,KZ_CARD_CLAIM_NOT_PROOF,,SELECTED_READY,Hold the evidence boundary: claim is not proof,"Progressively reveal state KZ_CARD_CLAIM_NOT_PROOF; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_CLAIM_NOT_PROOF,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_CLAIM_NOT_PROOF.png,LOCKED
KZ-CUE-049,167.380,171.080,3.700,But Kaznacheev and Trofimov did not keep the idea inside medicine.,ORIGINAL_DOCUMENT,KZ_SEQ_RESEARCHERS_LATER_WORK,KZ_DOC_013,,SELECTED_READY,Return to both researchers as the story leaves medicine,Use the complete Kaznacheev/Trofimov 2008 author/title block as the departure from medicine.,STATIC_OR_NEAR_STATIC,,NO,,KZ_DOC_013,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_013.png,LOCKED
KZ-CUE-050,171.760,175.180,3.420,"In later publications, they described a modeled Kozyrev space.",ORIGINAL_DOCUMENT,KZ_SEQ_RESEARCHERS_LATER_WORK,KZ_DOC_014,,SELECTED_READY,Show their modeled-Kozyrev-space publication,Use the complete 2006 author/title block with the genuine modeled-Kozyrev-space phrase.,STATIC_OR_NEAR_STATIC,,NO,,KZ_DOC_014,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_014.png,LOCKED
KZ-CUE-051,175.870,177.840,1.970,They wrote about altered internal time.,SUBJECTIVE_HYPOTHESIS,KZ_SRC_2006_ALTERED_INTERNAL_TIME,KZ_MYSTIC_INTERNAL_TIME_REFRACTION,,SELECTED_READY,Use a new publication detail; do not restart the earlier internal-time image,"Represent the attributed time interpretation as a first-person metal-room perception, never as a fabricated quotation.",STATIC_OR_NEAR_STATIC,,NO,,KZ_MYSTIC_INTERNAL_TIME_REFRACTION,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_INTERNAL_TIME_REFRACTION.png,LOCKED
KZ-CUE-052,178.440,179.570,1.130,Distant information.,INNER_HYPOTHESIS,KZ_INNER02_DISTANT_IMAGE,KZ_CLIP_DISTANT_IMAGE_CONTINUOUS,,SELECTED_READY,"One continuously evolving distant-image sequence; no portal, beam, badge or restart",Progress to subjective state KZ_CLIP_DISTANT_IMAGE_CONTINUOUS; no visible category label and no proof-coded beam or portal,PROGRESSIVE_MOTION,,NO,NO,KZ_CLIP_DISTANT_IMAGE_CONTINUOUS,04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_DISTANT_IMAGE_CONTINUOUS.mp4,LOCKED
KZ-CUE-053,179.940,184.920,4.980,And people who supposedly perceived remote objects or information connected with other moments.,INNER_HYPOTHESIS,KZ_INNER02_DISTANT_IMAGE,KZ_CLIP_DISTANT_IMAGE_CONTINUOUS,,SELECTED_READY,"One continuously evolving distant-image sequence; no portal, beam, badge or restart",Progress to subjective state KZ_CLIP_DISTANT_IMAGE_CONTINUOUS; no visible category label and no proof-coded beam or portal,PROGRESSIVE_MOTION,,NO,NO,KZ_CLIP_DISTANT_IMAGE_CONTINUOUS,04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_DISTANT_IMAGE_CONTINUOUS.mp4,LOCKED
KZ-CUE-054,186.340,188.890,2.550,"At this point, the chamber becomes more than a reflector.",RECONSTRUCTION,KZ_SEQ_CHAMBER_EXPERIENCE,KZ_HERO01_REFLECTION_STATE,,SELECTED_READY,Return to the metal reflector with a distinct slow reflective motion state,Use the concrete reconstruction state KZ_HERO01_REFLECTION_STATE; preserve chamber geometry and change framing or action,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_HERO01_REFLECTION_STATE,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_HERO01_REFLECTION_STATE.png,LOCKED
KZ-CUE-055,189.520,192.840,3.320,It becomes a test of what an experience can contain.,RECONSTRUCTION,KZ_SEQ_CHAMBER_EXPERIENCE,KZ_EN_REC02_SEATED_NEUTRAL,,SELECTED_READY,Place a neutral participant inside for the experience question,Use the concrete reconstruction state KZ_EN_REC02_SEATED_NEUTRAL; preserve chamber geometry and change framing or action,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_EN_REC02_SEATED_NEUTRAL,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_EN_REC02_SEATED_NEUTRAL.png,LOCKED
KZ-CUE-056,192.880,196.860,3.980,And there are at least three ways to interpret what might happen inside it.,EXPLANATORY_MODEL,KZ_SEQ_THEORY_PSYCHOLOGY,KZ_CARD_THEORY_FORK_RETURN,,SELECTED_READY,Re-open the three explanations before testing them,"Progressively reveal state KZ_CARD_THEORY_FORK_RETURN; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_THEORY_FORK_RETURN,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_THEORY_FORK_RETURN.png,LOCKED
KZ-CUE-057,196.940,198.290,1.350,The first is psychological.,EXPLANATORY_MODEL,KZ_SEQ_THEORY_PSYCHOLOGY,KZ_CARD_THEORY_ISOLATION_ACTIVE,,SELECTED_READY,Activate the psychological branch,"Progressively reveal state KZ_CARD_THEORY_ISOLATION_ACTIVE; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_THEORY_ISOLATION_ACTIVE,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_THEORY_ISOLATION_ACTIVE.png,LOCKED
KZ-CUE-058,198.860,208.520,9.660,"Isolation, expectation, unusual acoustics, darkness, and the knowledge that you are sitting inside a mysterious metal spiral can produce a powerful state.",RECONSTRUCTION,KZ_SEQ_THEORY_PSYCHOLOGY,KZ_CLIP_ISOLATION_SENSORY_CONTINUOUS,,SELECTED_READY,One evolving sensory-isolation sequence with new information throughout the long sentence,Use the concrete reconstruction state KZ_CLIP_ISOLATION_SENSORY_CONTINUOUS; preserve chamber geometry and change framing or action,PROGRESSIVE_MOTION,"The participant, acoustics, light and body-orientation cues develop across the sentence; the sequence cannot be a held still or simple zoom.",NO,NO,KZ_CLIP_ISOLATION_SENSORY_CONTINUOUS,04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_ISOLATION_SENSORY_CONTINUOUS.mp4,LOCKED
KZ-CUE-059,208.540,212.690,4.150,The experience may be genuine without containing information from anywhere else.,RECONSTRUCTION,KZ_SEQ_THEORY_PSYCHOLOGY,KZ_SENSORY_HAND_ON_ALUMINUM,,SELECTED_READY,Separate genuine experience from external information,"Translate the distinction into touch, reflection and bodily sensing at the chamber wall.",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_SENSORY_HAND_ON_ALUMINUM,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_SENSORY_HAND_ON_ALUMINUM.png,LOCKED
KZ-CUE-060,213.360,216.320,2.960,The second possibility is physical but ordinary.,EXPLANATORY_MODEL,KZ_SEQ_THEORY_PHYSICAL,KZ_CARD_THEORY_PHYSICAL_ACTIVE,,SELECTED_READY,Activate the ordinary physical branch,"Progressively reveal state KZ_CARD_THEORY_PHYSICAL_ACTIVE; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_THEORY_PHYSICAL_ACTIVE,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_THEORY_PHYSICAL_ACTIVE.png,LOCKED
KZ-CUE-061,216.380,223.800,7.420,"The chamber may alter sound, temperature, reflected electromagnetic conditions, or the way a participant senses their own body.",RECONSTRUCTION,KZ_SEQ_THEORY_PHYSICAL,KZ_CLIP_PHYSICAL_VARIABLES_SENSOR_RIG,,SELECTED_READY,"Map sound, temperature, reflections and body sensing onto physical details","Let ordinary sensor readings develop while the voice names sound, temperature, reflections and body sensing.",PROGRESSIVE_MOTION,,NO,NO,KZ_CLIP_PHYSICAL_VARIABLES_SENSOR_RIG,04_ASSETS/CLIPS/CONFORMED_25FPS/KZ_CLIP_PHYSICAL_VARIABLES_SENSOR_RIG.mp4,LOCKED
KZ-CUE-062,224.420,225.400,0.980,That would be measurable.,EXPLANATORY_MODEL,KZ_SEQ_THEORY_PHYSICAL,KZ_CARD_PHYSICAL_VARIABLES,,SELECTED_READY,Keep the measurable ordinary variables available at both logic beats,"Progressively reveal state KZ_CARD_PHYSICAL_VARIABLES; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_PHYSICAL_VARIABLES,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_PHYSICAL_VARIABLES.png,LOCKED
KZ-CUE-063,225.840,227.280,1.440,It would also not be time travel.,RECONSTRUCTION,KZ_SEQ_THEORY_PHYSICAL,KZ_MYSTIC_MEASURABLE_NOT_TRAVEL,,SELECTED_READY,Explicitly separate measurement from time travel,Ground the distinction in an ordinary analog bodily measurement beside a curved aluminum sample.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MYSTIC_MEASURABLE_NOT_TRAVEL,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_MEASURABLE_NOT_TRAVEL.png,LOCKED
KZ-CUE-064,228.000,231.220,3.220,The third is the interpretation favored by proponents.,EXPLANATORY_MODEL,KZ_SEQ_THEORY_INFORMATION_TEST,KZ_CARD_THEORY_INFORMATION_ACTIVE,,SELECTED_READY,Activate the proponents' extraordinary branch,"Progressively reveal state KZ_CARD_THEORY_INFORMATION_ACTIVE; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_THEORY_INFORMATION_ACTIVE,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_THEORY_INFORMATION_ACTIVE.png,LOCKED
KZ-CUE-065,231.260,235.340,4.080,The structure somehow changes access to information across distance or time.,INNER_HYPOTHESIS,KZ_SEQ_THEORY_INFORMATION_TEST,KZ_OBSERVER_DISTANCE_REFLECTION,,SELECTED_READY,Use a new theory diagram rather than returning to the distant-image sequence,Make the distance hypothesis spatially concrete through restrained reflected bands and an unreachable point.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_OBSERVER_DISTANCE_REFLECTION,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_OBSERVER_DISTANCE_REFLECTION.png,LOCKED
KZ-CUE-066,236.040,237.760,1.720,That is the extraordinary possibility.,INNER_HYPOTHESIS,KZ_SEQ_THEORY_INFORMATION_TEST,KZ_MYSTIC_EXTRAORDINARY_POSSIBILITY,,SELECTED_READY,Name the extraordinary possibility without endorsing it,Let an impossible-seeming chair reflection embody the possibility while remaining explicitly hypothetical in metadata and narration.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MYSTIC_EXTRAORDINARY_POSSIBILITY,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_EXTRAORDINARY_POSSIBILITY.png,LOCKED
KZ-CUE-067,238.460,241.320,2.860,It is also the easiest one to expose to a clean test.,EXPLANATORY_MODEL,KZ_SEQ_THEORY_INFORMATION_TEST,KZ_CARD_CLEAN_TEST,,SELECTED_READY,Pivot from mystery to a decisive test,"Progressively reveal state KZ_CARD_CLEAN_TEST; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_CLEAN_TEST,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_CLEAN_TEST.png,LOCKED
KZ-CUE-068,241.840,243.769,1.929,Not by asking whether someone felt different.,RECONSTRUCTION,KZ_SEQ_THEORY_INFORMATION_TEST,KZ_SUBJECTIVE_REPORT_HAND,,SELECTED_READY,Reject subjective feeling as the decisive outcome,Ground subjective testimony in the physical act of recording a report after isolation.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_SUBJECTIVE_REPORT_HAND,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_SUBJECTIVE_REPORT_HAND.png,LOCKED
KZ-CUE-069,244.380,248.560,4.180,By asking whether they learned something they could not already know.,INNER_HYPOTHESIS,KZ_SEQ_THEORY_INFORMATION_TEST,KZ_CLIP_INFORMATION_BEFORE_REVEAL,,SELECTED_READY,Define the target outcome: information not already knowable,Progressively organize reflected light before the sealed target is revealed; movement carries the perception process.,PROGRESSIVE_MOTION,,NO,NO,KZ_CLIP_INFORMATION_BEFORE_REVEAL,04_ASSETS/CLIPS/LOCAL_PROGRESSIVE/KZ_CLIP_INFORMATION_BEFORE_REVEAL.mp4,LOCKED
KZ-CUE-070,248.600,250.829,2.229,Imagine four sealed target images.,EXPLANATORY_MODEL,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_TARGET_GRID_SEALED,,SELECTED_READY,Introduce four fixed sealed targets,Advance the controlled-test procedure to state KZ_TARGET_GRID_SEALED; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_TARGET_GRID_SEALED,04_ASSETS/GENERATED/DETERMINISTIC/KZ_TARGET_GRID_SEALED.png,LOCKED
KZ-CUE-071,250.920,252.720,1.800,A red lighthouse surrounded by ice.,EXPLANATORY_MODEL,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_TARGET01_LIGHTHOUSE,,SELECTED_READY,Show the lighthouse target exactly when named,Advance the controlled-test procedure to state KZ_TARGET01_LIGHTHOUSE; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_TARGET01_LIGHTHOUSE,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_TARGET01_LIGHTHOUSE.png,LOCKED
KZ-CUE-072,253.160,254.520,1.360,A violin on blue fabric.,EXPLANATORY_MODEL,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_TARGET02_VIOLIN,,SELECTED_READY,Show the violin target exactly when named,Advance the controlled-test procedure to state KZ_TARGET02_VIOLIN; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_TARGET02_VIOLIN,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_TARGET02_VIOLIN.png,LOCKED
KZ-CUE-073,255.040,256.760,1.720,A burning car in an empty field.,EXPLANATORY_MODEL,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_TARGET03_BURNING_CAR,,SELECTED_READY,Show the burning-car target exactly when named,Advance the controlled-test procedure to state KZ_TARGET03_BURNING_CAR; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_TARGET03_BURNING_CAR,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_TARGET03_BURNING_CAR.png,LOCKED
KZ-CUE-074,257.140,258.740,1.600,A white horse standing in water.,EXPLANATORY_MODEL,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_TARGET04_WHITE_HORSE,,SELECTED_READY,Show the horse target exactly when named,Advance the controlled-test procedure to state KZ_TARGET04_WHITE_HORSE; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_TARGET04_WHITE_HORSE,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_TARGET04_WHITE_HORSE.png,LOCKED
KZ-CUE-075,259.340,261.019,1.679,Which target would you choose to hide?,EXPLANATORY_MODEL,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_TARGET_GRID_CHOOSE,,SELECTED_READY,Invite a viewer choice while all four targets remain visible,Advance the controlled-test procedure to state KZ_TARGET_GRID_CHOOSE; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_TARGET_GRID_CHOOSE,04_ASSETS/GENERATED/DETERMINISTIC/KZ_TARGET_GRID_CHOOSE.png,LOCKED
KZ-CUE-076,261.519,262.480,0.961,Hold it in your mind.,EXPLANATORY_MODEL,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_TARGET_GRID_HOLD,,SELECTED_READY,Preserve the choice for the later reveal,Advance the controlled-test procedure to state KZ_TARGET_GRID_HOLD; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_TARGET_GRID_HOLD,04_ASSETS/GENERATED/DETERMINISTIC/KZ_TARGET_GRID_HOLD.png,LOCKED
KZ-CUE-077,263.380,268.080,4.700,Only after the participant enters the chamber does a computer randomly select one image.,EXPLANATORY_MODEL,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_PROTOCOL_RANDOM_SELECTION,,SELECTED_READY,Show selection occurring only after chamber entry,Advance the controlled-test procedure to state KZ_PROTOCOL_RANDOM_SELECTION; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_PROTOCOL_RANDOM_SELECTION,04_ASSETS/GENERATED/DETERMINISTIC/KZ_PROTOCOL_RANDOM_SELECTION.png,LOCKED
KZ-CUE-078,268.680,270.280,1.600,Nobody present knows which one.,EXPLANATORY_MODEL,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_PROTOCOL_DOUBLE_BLIND,,SELECTED_READY,Make the nobody-knows condition unmistakable,Advance the controlled-test procedure to state KZ_PROTOCOL_DOUBLE_BLIND; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_PROTOCOL_DOUBLE_BLIND,04_ASSETS/GENERATED/DETERMINISTIC/KZ_PROTOCOL_DOUBLE_BLIND.png,LOCKED
KZ-CUE-079,270.920,274.160,3.240,The participant speaks or draws whatever appears.,RECONSTRUCTION,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_EN_REC03_PARTICIPANT_REPORT,,SELECTED_READY,Show speech/drawing before target reveal,Use the concrete reconstruction state KZ_EN_REC03_PARTICIPANT_REPORT; preserve chamber geometry and change framing or action,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_EN_REC03_PARTICIPANT_REPORT,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/KZ_EN_REC03_PARTICIPANT_REPORT.png,LOCKED
KZ-CUE-080,274.180,280.140,5.960,Independent judges compare the description with all four targets using rules fixed before the session.,EXPLANATORY_MODEL,KZ_SEQ_BLIND_TARGET_PROTOCOL,KZ_PROTOCOL_JUDGING,,SELECTED_READY,Show independent pre-registered comparison against all four targets,Advance the controlled-test procedure to state KZ_PROTOCOL_JUDGING; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_PROTOCOL_JUDGING,04_ASSETS/GENERATED/DETERMINISTIC/KZ_PROTOCOL_JUDGING.png,LOCKED
KZ-CUE-081,280.160,282.400,2.240,Then another laboratory repeats the procedure.,EXPLANATORY_MODEL,KZ_REPLICATION_CHAIN_LAB2,KZ_REPLICATION_CHAIN_LAB2,,SELECTED_READY,Extend the procedure into a second laboratory,Advance the controlled-test procedure to state KZ_REPLICATION_CHAIN_LAB2; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_REPLICATION_CHAIN_LAB2,04_ASSETS/GENERATED/DETERMINISTIC/KZ_REPLICATION_CHAIN_LAB2.png,LOCKED
KZ-CUE-082,283.140,289.240,6.100,"If the hidden image is the lighthouse and the participant says tower, red light, ice, that is interesting.",EXPLANATORY_MODEL,KZ_SEQ_MATCH_VS_CHANCE,KZ_TARGET_MATCH_LIGHTHOUSE,,SELECTED_READY,Show why tower/red/ice resembles the lighthouse,Advance the controlled-test procedure to state KZ_TARGET_MATCH_LIGHTHOUSE; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_TARGET_MATCH_LIGHTHOUSE,04_ASSETS/GENERATED/DETERMINISTIC/KZ_TARGET_MATCH_LIGHTHOUSE.png,LOCKED
KZ-CUE-083,289.880,291.980,2.100,But one resemblance can be found by chance.,EXPLANATORY_MODEL,KZ_SEQ_MATCH_VS_CHANCE,KZ_CARD_ONE_MATCH_CHANCE,,SELECTED_READY,Downgrade one resemblance to a chance-compatible observation,"Progressively reveal state KZ_CARD_ONE_MATCH_CHANCE; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_ONE_MATCH_CHANCE,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_ONE_MATCH_CHANCE.png,LOCKED
KZ-CUE-084,292.580,295.380,2.800,Or created by interpretation after the answer is known.,EXPLANATORY_MODEL,KZ_SEQ_MATCH_VS_CHANCE,KZ_CARD_POSTHOC_INTERPRETATION,,SELECTED_READY,Expose interpretation after the answer is known,"Progressively reveal state KZ_CARD_POSTHOC_INTERPRETATION; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_POSTHOC_INTERPRETATION,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_POSTHOC_INTERPRETATION.png,LOCKED
KZ-CUE-085,296.000,299.860,3.860,Repeated identification under blinded conditions would be different.,EXPLANATORY_MODEL,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,KZ_REPLICATION_REPEATED_BLIND,,SELECTED_READY,Show the repeated blinded pattern that would matter,Advance the controlled-test procedure to state KZ_REPLICATION_REPEATED_BLIND; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_REPLICATION_REPEATED_BLIND,04_ASSETS/GENERATED/DETERMINISTIC/KZ_REPLICATION_REPEATED_BLIND.png,LOCKED
KZ-CUE-086,299.900,301.940,2.040,It would force all three theories apart.,INNER_HYPOTHESIS,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,KZ_MYSTIC_THEORIES_FORCED_APART,,SELECTED_READY,Separate the predictions of all three explanations,"Force the explanations apart as distinct heat, light and sensor traces across one real chamber gap.",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_MYSTIC_THEORIES_FORCED_APART,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/EXPERIENTIAL_UPGRADE/KZ_MYSTIC_THEORIES_FORCED_APART.png,LOCKED
KZ-CUE-087,302.530,304.770,2.240,Isolation could explain an intense state.,RECONSTRUCTION,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,KZ_PSYCHOLOGY_ISOLATION_BODY,,SELECTED_READY,"Psychology predicts an intense state, not target access","Show the psychology prediction as a human body under sensory isolation, not an abstract card.",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_PSYCHOLOGY_ISOLATION_BODY,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_PSYCHOLOGY_ISOLATION_BODY.png,LOCKED
KZ-CUE-088,305.220,308.090,2.870,A physical change could explain a measurable bodily effect.,RECONSTRUCTION,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,KZ_PHYSICAL_MEASUREMENT_CLOSEUP,,SELECTED_READY,Use a new prediction card instead of returning to the variables card,Move to an ordinary analog measurement close-up for the physical prediction.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_PHYSICAL_MEASUREMENT_CLOSEUP,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_PHYSICAL_MEASUREMENT_CLOSEUP.png,LOCKED
KZ-CUE-089,308.820,311.240,2.420,Neither should reveal a randomly selected target.,RECONSTRUCTION,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,KZ_RANDOM_TARGET_SEALED_VAULT,,SELECTED_READY,Show that neither ordinary branch predicts a random hidden image,Make the random-target boundary tangible in a separate room with sealed choices and controlled access.,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_RANDOM_TARGET_SEALED_VAULT,04_ASSETS/GENERATED/NATIVE_IMAGEGEN/CLUSTER_BREAKS/KZ_RANDOM_TARGET_SEALED_VAULT.png,LOCKED
KZ-CUE-090,312.690,316.990,4.300,That is why the missing experiment matters more than another story from inside the chamber.,RECONSTRUCTION,KZ_SEQ_PREDICTIONS_AND_MISSING_TEST,KZ_CLIP_MISSING_EXPERIMENT_VOID,,SELECTED_READY,Make the missing controlled experiment the central absence,"Let the lab visibly power down toward an empty results tray so the missing experiment becomes an experience, not a title card.",PROGRESSIVE_MOTION,,NO,NO,KZ_CLIP_MISSING_EXPERIMENT_VOID,04_ASSETS/CLIPS/LOCAL_PROGRESSIVE/KZ_CLIP_MISSING_EXPERIMENT_VOID.mp4,LOCKED
KZ-CUE-091,317.610,321.159,3.549,The sources behind this episode contain a real patent.,ORIGINAL_DOCUMENT,KZ_SEQ_EVIDENCE_AND_REPLICATION,KZ_DOC_016,,SELECTED_READY,Return to the real patent in the source stack,Show the authentic patent-office line and full page context as the real-patent anchor.,STATIC_OR_NEAR_STATIC,,NO,,KZ_DOC_016,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_016.png,LOCKED
KZ-CUE-092,321.200,326.680,5.480,They contain publications in which the researchers describe extraordinary information effects.,ORIGINAL_DOCUMENT,KZ_SEQ_EVIDENCE_AND_REPLICATION,KZ_DOC_029,,SELECTED_READY,Return to the researchers' extraordinary-effect publications,Show the complete authors' English abstract with genuine information-transmission and unusual-optical-effects phrases highlighted.,STATIC_OR_NEAR_STATIC,,NO,,KZ_DOC_029,04_ASSETS/GENERATED/DOCUMENT_EVIDENCE/KZ_DOC_029.png,LOCKED
KZ-CUE-093,326.720,333.180,6.460,What they do not provide is a convincing chain of independent replications showing access to remote or future information.,EXPLANATORY_MODEL,KZ_SEQ_EVIDENCE_AND_REPLICATION,KZ_REPLICATION_CHAIN_MISSING,,SELECTED_READY,Show the broken independent-replication chain,Advance the controlled-test procedure to state KZ_REPLICATION_CHAIN_MISSING; retain fixed targets and ordering,STATIC_OR_NEAR_STATIC,,NO,NO,KZ_REPLICATION_CHAIN_MISSING,04_ASSETS/GENERATED/DETERMINISTIC/KZ_REPLICATION_CHAIN_MISSING.png,LOCKED
KZ-CUE-094,334.040,336.080,2.040,The apparatus is not the missing evidence.,EXPLANATORY_MODEL,KZ_SEQ_EVIDENCE_AND_REPLICATION,KZ_CARD_APPARATUS_NOT_EVIDENCE,,SELECTED_READY,Separate the documented apparatus from missing empirical evidence,"Progressively reveal state KZ_CARD_APPARATUS_NOT_EVIDENCE; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_APPARATUS_NOT_EVIDENCE,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_APPARATUS_NOT_EVIDENCE.png,LOCKED
KZ-CUE-095,336.720,338.240,1.520,The independent result is.,EXPLANATORY_MODEL,KZ_SEQ_EVIDENCE_AND_REPLICATION,KZ_CARD_INDEPENDENT_RESULT,,SELECTED_READY,Name the independent result as the missing link,"Progressively reveal state KZ_CARD_INDEPENDENT_RESULT; one spoken claim at a time, no production-mode badge",STATIC_OR_NEAR_STATIC,,NO,NO,KZ_CARD_INDEPENDENT_RESULT,04_ASSETS/GENERATED/DETERMINISTIC/KZ_CARD_INDEPENDENT_RESULT.png,LOCKED
